BAD,MORTDUE,VALUE,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,55965,78051,Office,6,0,0,96.29202022,2,14,27.17323223
0,59813,72873,ProfExe,13,0,0,234.3302405,4,31,39.35147085
0,125486,195284,Office,0,0,0,354.2902872,0,15,38.14306879
0,43530,56600,Other,21,0,0,114.982979,0,23,39.4816629
0,56789,74016,Other,7,0,0,127.6254746,0,16,33.02714356
0,51203,60716,Other,2,0,0,99.10408262,0,20,38.23531293
0,,44849,Mgr,6,,,163.2745947,,9,23.48111664
0,,27439,,27,0,0,208.1771125,0,5,23.83011058
0,28043,87684,ProfExe,20,1,1,229.1779592,0,10,25.48999451
0,84380,202186,Self,13,0,0,34.91437168,,7,18.84034872
0,112930,144830,ProfExe,2,0,0,271.2380373,1,46,33.25107931
0,84278,200480,Self,14,0,0,4.412770061,,8,19.11248507
0,64934,74875,Other,3,0,0,192.3144827,2,16,34.34375572
0,50166,61395,Other,1,0,0,188.8866824,1,12,26.95045128
0,52068,80643,Other,2,0,2,199.0877211,0,13,29.46213408
0,56720,82738,Other,17,0,0,200.4169543,0,16,34.01983769
0,104790,122169,Office,16,1,0,266.1210566,0,16,34.08217846
0,53651,87547,Other,18,0,0,191.3968875,0,16,34.36865089
0,116430,215014,ProfExe,3,0,0,132.0936343,0,14,26.86456847
0,43945,63337,Mgr,2,0,1,193.7424854,0,21,27.62349396
0,53151,71645,Other,7,0,0,135.800476,0,16,35.85161441
0,70409,89099,ProfExe,9,0,0,169.401652,0,11,40.17443006
0,61264,75647,Office,11,0,0,262.8901879,3,36,39.5478827
0,44097,58336,Office,0,0,0,173.3183208,0,20,38.19162603
0,77143,86862,ProfExe,8,0,1,164.5964029,1,12,39.44969272
1,21096,38952,Office,13,0,0,129.7,0,5,
1,47597.57,75937.5,Other,13.5,0,0,89.4,0,7,
1,67000,83000,ProfExe,4,,,,,,
1,62000,83000,,0,5,1,177.5666667,2,34,
0,64371,73636,ProfExe,2,0,0,162.1162539,1,35,39.79119896
0,63136,81099,Other,3,,,149.0647448,,35,28.97594012
0,29281,37717,Mgr,15,0,0,61.91544466,0,9,30.70242855
0,104610,118861,Other,18,0,1,203.7002024,1,16,37.59695145
0,,64037,Other,,0,0,354.1745808,0,7,34.35573924
0,59781,69864,Other,4,0,1,312.547396,0,9,31.18180135
0,22758,36922,Office,7,0,1,103.0481171,0,16,19.0201683
0,82326,94599,Other,0,4,0,,0,3,29.89362148
0,64143,78851,Office,6,0,3,201.369922,3,29,35.79580494
0,92613,108515,Other,11,0,0,206.8225881,3,16,39.11103947
1,44623,,ProfExe,13,6,2,178.0932217,0,29,21.33465191
1,57939,69774,Mgr,5,0,0,91.99164592,0,12,72.26409333
0,50433,107092,ProfExe,5,0,1,225.1816913,0,9,24.95259473
0,89205,128462,Office,10,0,0,128.1235975,0,21,37.52332471
0,22635,33353,Office,6,0,0,85.57207035,0,16,19.22387267
0,35865,50000,Other,,0,0,78.13333333,0,15,
1,57200,72500,Other,5,0,0,34.46666667,4,15,
1,45917,60000,Other,10,0,1,304.3666667,3,27,
0,96882,118914,ProfExe,13,0,0,176.2219109,2,17,34.7577402
0,28654,47042,Other,10,,0,158.0847883,7,29,38.47750484
0,36357,56514,Other,31,0,0,237.8189664,0,19,20.1815824
0,33379,51821,Other,31,0,0,247.1205918,0,19,23.66108403
0,64510,71105,ProfExe,5,0,0,150.263332,1,34,43.23918712
0,57436,72460,Other,11,0,0,255.1260302,0,27,28.94553179
0,129432,198705,Office,0,0,0,341.0473292,0,16,39.96325851
0,73079,101219,ProfExe,7,0,0,152.249875,0,33,34.24962074
0,,36474,Other,,,1,93.72713803,0,10,37.20295356
0,42151,58947,Other,22,0,0,122.0303618,0,23,40.08314453
1,,67940,Mgr,3,3,4,204.0255932,1,38,
0,78789,91342,Mgr,5,0,0,128.3606743,2,27,41.9526818
0,47072,85090,Other,18,0,0,192.2531823,0,16,35.06486468
0,95411,117927,ProfExe,14,0,0,177.9266958,1,17,34.49056413
1,54085,68239,Other,2,1,2,8.055265077,3,15,32.01265858
1,51600,72399,Other,15,0,1,125.36337,4,20,
0,52650,63646,Other,0,1,0,194.7609999,1,13,27.61084406
0,59932,80313,Office,14,0,0,238.4864616,0,32,44.4749177
0,40266,59097,Other,,0,0,74.9980986,0,15,39.49702872
0,,69125,,,,,,,,23.76683213
0,84863,91737,Other,0,4,0,,0,4,30.33081149
0,63724,82252,Office,13,0,0,233.2488794,3,37,40.07527584
0,59506,85000,Other,3,0,0,37.56666667,2,4,
1,69100,85000,Mgr,3.8,3,0,80.1,0,22,
1,62400,78000,Office,20,0,0,216.0666667,2,24,
1,63914,93707,Other,7,3,0,162.579837,2,51,69.48065039
0,37093,62116,Mgr,,,,,,,37.01094877
0,74783,86227,Mgr,7,0,0,116.7568005,0,23,28.01922708
0,64278,76055,Other,12,0,0,245.2951629,0,26,28.43996584
0,15163,74500,ProfExe,19,0,2,378.8258185,1,11,20.09078333
0,56441,86987,Other,17,0,0,198.0327176,0,16,33.93116342
0,78157,103016,Mgr,1,0,0,69.80569767,2,24,38.44838712
0,55119,67931,Mgr,4,0,0,199.4106992,2,16,27.61633851
0,56990,83334,Other,4,0,2,177.4326989,0,13,30.9986945
0,101520,110617,Other,18,0,2,198.5433481,1,16,38.72125945
0,96532,107600,Other,12,0,0,214.8698168,2,15,40.28741144
0,68059,86216,Other,3,,,175.6585679,,35,30.25396992
1,74512,93328,Office,4,5,0,117.91882,,16,58.29598994
0,118053,125325,Self,5,0,0,181.1720651,0,18,33.20039733
0,52104,61618,Office,0,0,0,160.7499314,0,21,37.12951204
0,79131,102263,ProfExe,5,0,0,105.2538926,0,34,36.07097887
1,67678,108092,ProfExe,13,0,7,126.6582316,0,36,37.16268969
0,,65769,Other,,0,0,357.3326822,0,7,34.32727654
0,21813,30436,Office,5,0,1,104.0116359,0,16,19.40846123
0,44944,57132,Other,,0,0,74.15604508,0,14,42.81224294
0,57760,65535,Mgr,11,0,0,108.4694005,1,18,32.78348357
0,65062,78004,Office,12,0,0,251.1441957,0,31,43.37237282
0,67336,82218,Office,12,0,0,255.3135348,3,36,40.87842824
0,86785,125552,Office,11,0,0,148.1764924,1,22,37.88444933
0,116742,137385,ProfExe,15,,1,170.5400351,1,33,30.78500359
0,38825,51984,Other,,0,0,82.52779435,0,14,40.88273326
0,32257,59515,Office,23,0,0,231.5999445,0,29,25.70127642
0,,51246,Other,11,0,0,305.5667157,2,13,32.50005907
0,65012,91614,Office,26,0,0,171.8895469,2,13,42.48851705
0,53596,69786,Mgr,5,,,126.7877807,,24,41.04775488
0,98877,110250,Other,18,0,2,195.8629168,1,16,36.87169942
0,112146,140781,ProfExe,14,,0,170.7005075,0,32,29.9424924
0,44600,63800,Other,9,0,0,243.5,0,18,
1,54867,79000,Mgr,1,0,0,182.6,2,23,
0,44142,54299,Other,22,0,0,123.4711472,0,22,37.1549023
0,56443,86913,Office,12,0,0,119.8594097,0,24,38.86165697
0,85486,109386,ProfExe,11,0,1,175.5425655,0,28,33.67090818
1,108763,128780,Office,8,0,0,60.3779329,3,21,49.41811438
0,56792,64130,Mgr,13,0,0,118.6125902,1,18,32.6657463
0,,39433,Other,,,1,81.39482961,0,9,35.50366426
0,71000,87000,Mgr,20,0,0,238.4666667,11,24,
0,85179,122788,Other,10,,,,,,39.43073063
0,41009,68211,Office,23,0,0,234.9296174,0,28,28.3910393
0,28329,80963,ProfExe,21,0,0,239.4571177,0,10,24.53499719
0,117550,144178,ProfExe,15,,1,170.9458328,1,32,29.09998121
1,58104,77870,Other,7,0,0,69.43333333,1,19,
1,52814,72000,Other,12,0,0,123.6,0,20,
0,34222,59948,Office,24,0,0,228.0753508,1,29,25.72883738
0,26601,52544,Other,0,0,0,240.6943608,0,11,40.77567715
0,81849,105403,ProfExe,5,0,1,82.63950538,1,34,36.50598321
1,29822,48574,Office,13,0,0,132.4016914,0,4,36.61115697
0,201264,227295,ProfExe,10,0,0,239.7433663,0,22,33.77633696
0,97506,110902,Other,17,0,1,196.568128,2,15,37.99899138
0,89595,107895,Mgr,9,0,0,250.4682419,0,24,30.30538811
1,63833,,Other,3,,,,,,40.93276678
0,78959,104371,Mgr,1,0,0,79.08139722,1,23,40.02421108
0,83877,208924,Self,15,0,0,12.75204694,,7,18.24972192
0,114329,143915,ProfExe,15,,1,185.5726683,0,32,28.97773866
0,81318,105454,ProfExe,6,0,0,92.13682104,1,33,37.52575103
0,61094,74842,Other,12,0,0,250.1998344,0,26,29.73487407
0,84172,123415,Office,9,0,0,139.0184494,1,21,38.58266988
0,83560,126479,Other,8,,,,,,38.92831569
0,63019,74204,Office,6,0,0,98.59173833,2,14,24.49043836
0,41182,59947,Other,23,0,0,118.1799392,0,22,37.13106416
0,57371,69076,Mgr,10,1,0,83.25197204,1,19,29.63210826
0,76799,83864,Mgr,8,0,0,102.2042743,0,22,27.17193008
0,35028,55079,Other,23,0,1,108.6339686,0,23,40.79745755
0,30777,43157,Other,8,,0,151.699431,7,28,38.17774295
0,7804,65395,Other,8,2,0,347.1233258,0,21,16.81630749
0,38130,68707,Office,23,0,0,234.8879805,1,29,26.3012369
0,15756,53079,Office,23,0,0,259.5550444,0,20,29.39747822
1,50581,70171,Other,,0,2,206.3192338,1,12,29.84313667
0,69796,93757,Office,16,0,1,91.43267591,0,8,24.45938368
0,102109,121229,,2,0,0,104.4825912,0,25,34.76728889
0,79844,98139,ProfExe,8,0,0,156.9547583,0,34,31.70012432
1,76345,89036,Other,8,0,0,91.97034976,1,19,50.17306503
0,35721,52938,Other,23,0,1,125.928071,0,22,38.62702499
0,72786,84595,Office,4,2,2,198.7693251,3,30,38.09020903
1,42000,60000,Other,4,1,2,145.5333333,0,23,
1,69000,92900,ProfExe,2,0,0,115.9,0,15,
1,74427,96270,Other,18,0,1,169.7333333,2,40,
1,,,Other,3,0,2,213.6666667,1,15,
0,43000,64000,Other,1,0,0,262.9666667,0,21,
0,96000,135000,ProfExe,14,0,0,126.8,5,22,
0,46000,60200,Other,4,0,0,176.5,0,14,
0,87000,101200,Sales,13,,2,151.1333333,1,18,
0,98000,123385,ProfExe,10,0,0,170.4333333,3,32,
0,76187,93100,Other,0.5,0,0,144.0666667,0,23,
0,73000,94900,ProfExe,9,3,0,189.7,1,30,
0,150000,175065,ProfExe,7,,1,206.6666667,4,26,
0,29600,61250,ProfExe,7.5,0,0,264.8,1,16,
0,,63000,,0,0,0,,0,0,
0,94000,112125,Office,2,0,0,143.0333333,1,22,
0,72000,106000,Other,6,0,0,78.06666667,2,14,
0,42482,67800,ProfExe,19,0,0,199.9,0,16,
0,53800,80000,Other,0.3,0,0,124.7666667,4,11,
0,88000,118750,Mgr,3,0,3,153.5,0,26,
0,44000,59500,Other,3.7,0,0,172.5,0,14,
0,81000,105250,ProfExe,9,0,0,200.9,2,37,
0,36346,54000,Other,,0,0,114.6666667,2,19,
0,81000,99000,Other,20,0,0,136,4,24,
0,64000,80000,Other,2,0,0,239.5333333,3,26,
1,,87000,Other,13,,,,,,
0,85039,111100,ProfExe,0.2,1,2,144.0666667,1,34,
0,87000,113850,Office,11,0,0,216.1333333,0,12,
1,,,Other,19,0,8,195.8333333,0,13,
1,75373,102602,Other,6,2,0,99.36666667,0,21,
1,36000,51900,Other,0.1,0,0,247.5,1,10,
1,114390,132800,Mgr,10,0,0,95.73333333,0,25,
1,28298,72000,Other,8,,,105.5,2,22,
1,118000,139350,ProfExe,2,0,0,153.1666667,2,17,
1,87917,,Other,12.9,0,1,71,0,12,
1,58730,80000,Office,10,,4,123.1,3,25,
1,59099,82000,Other,10,0,2,219.1333333,0,33,
1,15231,42845.01,Office,6.5,0,1,65.96666667,2,18,
1,48786,89800,ProfExe,29.9,0,5,220.1333333,1,16,
1,74265,91000,Other,7,1,0,137,0,3,
1,42000,58000,Other,5,0,1,113.6333333,1,18,
0,76674,97936,Mgr,5,0,0,147.9142027,2,27,41.22576316
1,54257,82764,Other,14,1,1,188.3374218,2,31,38.94275964
0,36072,62960,ProfExe,8,0,0,288.5298732,0,16,22.42300246
0,97650,115931,ProfExe,11,0,0,199.828042,1,17,34.38794397
0,,67446,Other,,0,0,356.9333304,0,7,37.93444341
0,88210,114224,ProfExe,8,0,0,203.468979,1,36,41.57297152
0,84191,100654,ProfExe,0,0,0,79.67788538,1,20,33.77330326
0,63589,75959,Office,14,1,0,253.616928,1,31,43.15970058
1,,33879,Other,,1,0,121.3795359,0,4,39.69469137
1,48189,53969,Other,5,0,0,276.3817427,0,18,65.49524315
0,98428,114820,Other,16,0,1,188.1482082,2,15,36.73772129
0,56335,86648,Other,17,0,0,206.2470947,0,17,35.12787435
0,48622,83158,Other,4,0,2,191.5692916,0,12,29.20449956
0,58556,76724,Other,3,0,1,234.6585447,1,16,37.63925293
1,186062,227171,ProfExe,0,0,0,67.78084803,,4,26.990533
0,13218,82386,Other,7,0,0,262.3942543,0,14,18.43047238
0,96439,126328,Mgr,3,0,3,156.3191309,0,26,39.27931325
0,44484,64398,Other,3,0,0,263.0447041,0,20,28.80398255
1,29097,72647,Other,8,,,109.5148795,1,22,45.30476057
0,90917,102400,Sales,11,,2,159.874518,0,17,33.4537285
0,50100,66410,Other,3,0,0,176.0098643,0,14,28.54860369
0,68941,75029,Office,14,0,0,254.1896555,0,31,43.89784955
0,50150,65565,Other,4,0,0,166.2317086,0,13,26.64432479
0,50973,74183,Mgr,6,,,122.6918271,,24,41.12808531
1,22000,38750,Other,0.8,0,0,167.4,1,17,
0,12000,33938,Mgr,9,0,0,118.7666667,0,11,
0,31400,48000,Other,6,1,0,107.5333333,2,16,
1,67000,79100,Mgr,5,0,0,155.2,1,32,
0,67927,94126,Other,2,0,0,35.53887812,2,3,38.84759708
0,,72731,,0,0,0,,0,0,0.7202950067
0,74594,90555,Mgr,4,0,0,123.7766246,2,27,41.63484731
0,83557,98881,ProfExe,6,0,0,102.2257045,1,26,25.78278709
0,61868,66874,Other,30,0,3,170.4386392,0,23,37.915021
0,46152,72773,Other,0,0,0,270.4899801,0,20,29.49511599
0,97185,113004,Other,13,0,0,202.6225313,2,15,37.71664611
0,105104,144712,ProfExe,13,0,0,129.5188081,5,22,37.41377466
0,71060,79744,Other,3,,,179.8663489,,35,29.89415099
0,85121,113744,ProfExe,0,0,2,139.4853397,0,34,33.94343772
0,28193,34705,Other,0,,,,,,37.6180269
0,18728,34443,Mgr,9,0,0,117.6482829,0,10,21.58983638
0,55147,72553,Other,0,0,0,229.4061754,0,10,35.86772963
0,48149,74539,ProfExe,17,0,0,200.0325616,0,15,23.13097189
0,61929,83102,Office,14,0,0,238.5249274,1,32,44.44967097
0,110088,137794,ProfExe,3,0,0,251.1518919,1,46,33.51711722
0,57785,72971,Other,2,0,0,166.8994602,1,16,34.70964393
0,67474,88473,Other,2,0,0,234.7759967,3,26,29.09729879
0,136866,162906,ProfExe,4,0,0,427.9235915,0,43,30.1821229
0,80336,102618,ProfExe,2,0,0,79.73026062,2,19,34.40548234
1,97000,109800,ProfExe,5,0,0,152.1333333,3,33,
0,91000,114053,Other,11,0,0,173.5,0,27,
0,206613,232176,ProfExe,10,0,1,237.3157697,0,22,30.68943921
0,45095,64736,Other,9,0,0,249.6737711,0,18,31.63530262
0,70722,81760,Other,0,0,0,219.7852728,3,26,30.27700538
0,199232,229929,ProfExe,11,0,0,223.4381168,0,21,31.3702723
0,82904,125057,Office,8,0,0,131.6590526,1,21,37.27313999
0,61302,90873,Other,2,0,0,35.97354161,1,4,39.97361316
0,27118,87982,ProfExe,19,0,0,232.2369961,0,11,25.2354388
1,53242,70400,Other,14,0,0,169.9306635,0,18,34.62942766
0,57112,76050,Other,1,0,0,235.2292688,0,9,35.11318533
0,90154,110479,ProfExe,9,0,0,196.9264059,2,37,43.1890315
0,86775,111572,ProfExe,0,1,1,138.6100805,1,33,34.35180836
0,79838,85209,ProfExe,8,0,0,173.8386239,0,11,37.8244708
0,114035,137208,ProfExe,15,,1,173.7143227,0,33,32.05607229
0,89333,106107,Other,19,0,0,120.2578861,3,24,28.77470213
1,24552,48278,Other,0,0,0,171.0751046,0,16,29.29955094
0,61253,85825,Sales,5,0,0,130.026259,0,34,27.20337824
0,152107,179793,ProfExe,7,,1,212.7829956,3,25,43.13409505
0,48866,73023,Office,11,3,1,251.629062,1,29,32.87687074
1,48238,66603,Office,6,0,1,80.38898294,1,11,40.01910455
0,112373,136202,ProfExe,16,,1,179.8829733,0,32,30.48826811
0,69499,104045,Other,8,0,0,219.0904891,0,20,18.58475695
0,60200,77079,Office,13,0,0,242.2441382,1,32,45.39416855
0,,50530,Mgr,5,,,163.54096,,9,20.02628441
1,78000,101200,Other,0.4,0,0,145.0666667,1,19,
1,50230,70000,Sales,1,0,,184.3666667,2,20,
1,49800,64000,ProfExe,23,0,2,232.3333333,3,17,
1,77000,94000,Mgr,41,,4,212.8666667,4,17,
0,114457,144284,ProfExe,1,0,0,252.6592531,0,45,32.4971451
0,52622,64407,Other,0,0,0,191.0774254,1,13,26.20306729
0,152274,177940,Office,4,0,0,196.8767577,0,56,33.72276915
0,27859,48393,Other,10,0,0,82.76016033,0,3,34.38536707
0,90006,121122,Office,9,0,0,133.4975408,1,21,36.91048167
0,159798,177853,ProfExe,6,,0,206.8170726,4,25,41.42504139
0,81590,90050,Mgr,6,0,0,136.7467587,1,26,41.73267582
0,35651,59795,Other,22,0,0,118.6530642,0,23,40.66298165
0,50441,56656,Office,1,0,0,186.4510167,0,21,35.45260742
0,33061,46277,Other,8,,1,154.8992783,7,28,39.70178286
0,102908,124217,ProfExe,9,0,0,159.9940264,2,31,27.7074439
0,141020,157511,ProfExe,4,0,1,403.7489298,0,43,29.58318425
0,92573,119325,ProfExe,2,1,2,157.6206429,0,33,34.77510251
1,73099,84250,ProfExe,4,,,,,,40.22228314
1,11300,39000,Other,,5,1,170.4333333,3,21,
0,68024,78800,Sales,7,0,0,125.5040514,0,35,29.29334435
1,64265,90956,Other,10,0,1,233.1561248,0,32,32.90882386
0,132894,198168,Office,0,0,1,355.1639113,0,16,40.54029537
0,31303,57444,Other,29,0,0,246.7168274,0,18,20.20590752
0,80510,97548,ProfExe,1,0,0,74.40426333,1,19,36.45734993
0,137927,160566,ProfExe,6,0,1,436.7517799,0,42,29.27255681
1,45604,65501,Other,9,0,1,70.33753056,1,24,35.21218126
0,26768,52411,Other,0,0,0,253.3180433,0,11,38.82102132
0,203902,234454,ProfExe,9,0,0,213.4554475,0,22,33.64852105
0,16375,36672,Mgr,8,0,0,120.674928,0,11,24.08943715
0,49264,57923,Other,0,0,0,182.0010415,2,13,27.00877688
0,36034,62953,ProfExe,9,0,0,262.0793453,0,16,21.34522735
0,,69350,,0,0,0,,0,0,2.365195413
1,94000,112000,Mgr,4,0,0,,0,0,
0,115902,146813,ProfExe,1,0,0,288.4676266,0,45,33.05428433
0,115004,144760,ProfExe,2,0,0,279.5221733,1,46,35.61473143
1,57105,74582,Other,12,0,0,134.0317679,0,20,36.92573641
0,34055,40739,Other,9,,0,147.012827,6,29,39.93094736
1,50573,84008,Other,15,1,0,76.04208693,0,7,41.02796675
0,,65317,Other,,0,0,349.2796108,0,6,35.71441843
0,25805,31414,Other,2,,,,,,38.2372256
0,24769,87665,ProfExe,21,0,0,238.3827694,0,11,25.33220131
0,83018,96637,Other,2,0,0,95.90213133,2,32,41.24477919
0,93538,118369,ProfExe,0,0,1,132.8237118,0,33,34.83386481
0,37562,57081,Other,22,0,1,129.486844,0,23,39.08300244
1,69117,101503,ProfExe,13,0,7,145.9530178,0,36,36.75998466
0,157312,181050,ProfExe,7,,0,209.7067368,4,25,40.90561976
0,10035,61897,Other,6,1,1,368.7377963,0,21,14.73359483
0,83276,129116,Office,7,0,0,138.687955,0,22,39.58996183
0,57294,66615,Other,3,0,1,321.3875868,0,9,31.38089909
0,101047,118913,Office,2,0,0,156.6054917,1,22,35.89928784
0,56960,69014,Other,4,0,0,307.636664,0,10,30.36248382
0,83924,100114,ProfExe,0,0,0,71.30419761,1,20,34.71276881
0,79900,94660,Mgr,19,0,0,252.3496982,10,24,35.80049203
0,,52026,Mgr,6,,,173.7172393,,8,21.6211951
1,41000,64680,Other,2,0,0,70.9,3,30,
1,41301,60000,Other,2,0,0,77.23333333,0,12,
1,55000,75393,Other,0.75,0,1,113.0333333,1,16,
0,77100,90550,Office,,0,0,173.4666667,1,26,
0,71582,93400,Other,6,3,0,74.06666667,1,21,
1,53060,67500,Office,16,0,5,183.6333333,0,15,
1,69192,105300,Mgr,4,0,0,282.0333333,1,23,
1,62000,102600,Other,10,2,6,226.4333333,4,42,
0,50097,73846,Other,1,0,0,267.8654583,0,20,29.15960949
0,77792,100812,ProfExe,10,2,0,182.9569956,1,29,27.38587324
0,53354,79893,Office,10,2,0,249.4359543,1,29,35.02088579
0,66163,83727,Office,4,1,2,176.9352475,3,30,36.77463995
0,81865,101048,Other,1,0,0,147.4022274,0,23,38.85516272
0,17659,31843,Office,7,0,1,107.7410948,0,16,19.30085445
0,55228,66569,Mgr,3,0,0,198.8151672,1,17,27.99687276
0,77937,89710,Mgr,19,0,0,223.5874152,10,24,35.95199865
0,26286,36002,Other,2,,,,,,38.43868186
0,,39200,Other,0,0,0,309.4,1,9,
0,56791,72974,Other,29,0,3,182.0664052,0,24,35.69162282
0,,,,,,,,,,27.35264423
0,71370,90316,Office,26,0,0,162.3574415,2,14,39.8754838
0,84933,110253,ProfExe,8,0,0,192.4226063,1,37,40.84507779
0,80612,93802,Mgr,5,0,0,141.6131456,2,26,40.74903888
1,68800,86000,Mgr,3,2,1,202.8666667,8,26,
1,41169.82,57000,Other,5.5,1,0,98.43333333,10,18,
0,83921,90876,Other,3,0,0,106.9373967,1,32,41.47300108
0,45633,77578,ProfExe,19,0,0,209.7255196,0,15,23.91561488
0,103946,113900,Other,17,0,2,194.3599393,1,16,36.41457282
0,125688,198602,Office,0,0,1,344.7479335,0,16,39.48382007
1,86785,110400,Other,0.7,1,,89.06666667,2,27,
1,72854,86209,ProfExe,2,0,0,118.0696474,0,14,36.05148718
0,67860,103426,Other,9,0,0,202.1526339,0,20,18.34752939
0,103960,127384,,2,0,0,129.0154994,0,25,34.47945476
0,32742,41299,Other,10,,1,170.4071064,7,29,37.80266959
0,25000,37882,Other,8.8,0,0,87.2,2,12,
1,48983,65000,Other,5,1,0,58.7,7,23,
0,62493,77141,Other,13,0,0,266.3331014,0,26,27.0078722
0,55415,74307,Other,29,1,2,198.8467209,0,23,36.83774105
0,58247,72189,Other,30,0,3,198.243176,0,23,35.79425984
0,100590,138649,ProfExe,14,0,0,138.1647046,4,22,34.5987274
0,85335,97094,Other,2,0,0,116.086609,1,32,40.84524619
0,83552,107186,Other,21,0,0,128.6602454,4,24,28.72301763
0,37699,59874,Other,22,0,0,114.2359516,0,23,38.68267604
0,76002,94236,Other,11,0,0,164.7623042,5,21,39.52570494
0,49986,67896,Mgr,3,0,0,190.1599072,1,17,29.26631718
0,204038,230920,ProfExe,10,0,0,242.9128934,0,22,29.80162732
0,79448,91004,Mgr,20,0,0,227.5073902,10,23,34.46430215
0,149272,176467,Office,7,0,0,191.9044636,1,55,33.90232001
0,29471,48362,Other,9,0,0,79.90287141,0,4,36.0206079
0,72760,83604,Office,6,2,3,189.9194249,3,29,37.36856046
0,,41396,Other,0,0,0,302.8700505,1,8,27.98946659
0,79383,107590,Other,5,0,0,78.29927353,2,14,33.5811165
1,30428,47387,ProfExe,2,0,0,164.4900213,0,36,38.8741586
0,103034,124116,,2,0,0,137.4386924,0,25,31.60310093
0,58293,82594,Office,13,0,0,105.050415,0,23,36.70044554
0,30061,58714,Other,29,0,0,230.8801537,0,19,20.6379176
0,27459,38577,Mgr,16,0,0,72.32957204,0,9,31.60566546
0,77068,98436,ProfExe,7,0,1,148.2880996,0,34,33.46369747
0,130867,201245,Office,0,0,1,340.7953444,0,15,40.16882702
0,61840,73541,ProfExe,1,0,0,157.8924467,2,35,41.65169171
0,79898,101989,ProfExe,9,2,0,214.9964598,1,29,29.30607111
0,105293,121416,Office,14,0,0,250.0188805,0,16,35.28716643
0,60122,93741,Other,0,0,0,38.33492385,1,3,42.10934773
0,72164,104220,Office,10,0,0,165.4307821,0,13,37.53996336
0,48139,64842,Other,0,1,0,192.4791522,2,13,26.54684008
0,9038,65969,Other,7,1,1,346.5801028,0,22,13.34721268
0,59440,88690,Other,0,0,0,129.1526151,3,11,37.83827353
0,53199,82567,Other,3,0,1,185.3250354,0,13,27.39038041
0,58606,83010,Other,1,0,0,125.3258854,3,11,35.99961072
0,159661,183244,ProfExe,7,,1,210.1152209,4,26,43.76819178
0,107653,129752,ProfExe,8,0,0,181.0272753,2,32,29.46672103
0,37346,53511,Other,23,0,0,136.9569407,0,22,39.43166373
0,99160,114619,Office,2,0,0,142.2125619,0,22,35.94987705
0,66293,92423,Office,27,0,0,169.7238883,1,14,41.23216256
0,117391,210072,ProfExe,1,0,0,136.6209694,1,14,27.12488931
0,54546,62906,Mgr,3,0,0,175.5198745,1,16,28.64818571
0,49349,70078,Other,9,0,0,240.9080591,0,17,31.75405395
0,56516,78392,Other,0,0,1,195.7233219,0,13,27.33744139
1,40932,72172,Other,20,0,0,162.0440104,0,16,37.51836575
0,100241,113073,Other,17,0,1,197.2736792,1,15,39.46758845
0,73624,103213,Other,10,0,0,201.6508442,0,20,19.55727283
0,,,,,,,,,,25.13244854
0,,,,,,,,,,24.65967048
0,206527,227737,ProfExe,11,0,0,225.2013256,0,22,31.12184071
1,54151,83828,Other,13,0,0,132.1602699,0,16,23.47742628
1,81030,100333,Mgr,11,0,1,80.14894304,4,29,42.31937039
0,67867,78660,Other,3,,,159.8014934,,34,30.01090961
0,48437,65311,Other,0,1,0,260.5552362,0,21,29.51628985
1,51800,68000,ProfExe,6,,,,,,
1,111000,124500,Sales,7,1,0,203.9,2,40,
0,76783,95007,Mgr,6,0,0,140.9720223,2,26,42.15361693
0,58592,87002,Office,13,0,0,139.5308428,0,24,37.53107709
0,11986,48309,Office,23,0,0,265.2270609,0,20,28.49386194
0,46043,62531,Other,4,0,0,183.9821005,0,13,26.10080257
0,42801,51123,Other,23,0,1,127.839662,0,22,39.38959461
1,67060,83989,Office,9,,3,116.4667574,2,24,43.57230751
0,91040,114331,Other,12,0,0,175.8773501,0,26,34.74718504
0,71531,87256,Office,26,0,0,167.1637357,1,14,40.37613759
0,75139,105289,ProfExe,8,0,0,151.8511659,0,35,31.21070474
0,77318,97616,Mgr,6,0,0,125.5348018,2,27,39.46266339
0,85251,114023,ProfExe,1,1,2,143.6827959,0,33,31.91327241
0,79151,110583,Other,4,0,0,79.3713845,1,13,33.58669163
0,29100,39264,Other,7,0,0,93.39500247,2,12,31.28306102
0,81694,101680,Other,0,0,0,159.3541041,1,22,40.1115783
0,68729,90127,Office,23,0,0,163.9892789,1,14,39.42448779
0,69770,87000,Other,6,0,0,201.9333333,3,19,
1,94000,,Office,8,0,1,205.9333333,0,19,
0,34655,57787,Other,31,0,0,244.9953846,0,18,21.4155043
0,64245,83823,Office,13,0,0,246.8377195,3,36,40.56013033
0,39401,53758,Other,22,0,0,118.6463752,0,23,38.68944062
0,58566,74655,Mgr,5,,,116.7758176,,24,39.97705119
0,105638,112608,Other,17,0,2,208.3068822,2,16,39.67790581
0,59191,72716,Other,2,0,0,175.170441,1,17,35.55817128
1,29891,76571,Other,2,0,0,29.05867023,3,11,31.45850053
0,151991,179521,Office,6,0,0,186.8053299,0,55,34.19175206
0,102905,117694,Office,1,0,0,137.1424731,1,21,35.86546621
0,92734,114285,Mgr,11,0,0,236.0527728,0,24,28.66341681
0,87270,97929,ProfExe,0,0,0,65.10749654,1,20,34.69636554
