idx,DEFAULT,OUTSTANDING MORTGAGE,PROPERTY VALUE,JOB,YEARS AT JOB,DEROGATORY REPORTS,DELINQUENT CREDIT LINES,OLDEST CREDIT (MONTHS),RECENT CREDIT ENQUIRIES,CREDIT LINES,DEBTINC,LTV RATIO
1303,1,42714.0,72322.0,Other,12.0,0.0,0.0,105.0748016,6.0,15.0,41.26235347,0.5906086667957191
1304,0,45710.0,55299.0,Office,0.0,0.0,0.0,166.3741502,0.0,20.0,34.53641174,0.82659722598962
1305,0,11426.0,69294.0,ProfExe,20.0,0.0,1.0,396.9262645,1.0,11.0,20.29198894,0.1648916212081854
1306,0,,53907.0,Other,10.0,0.0,0.0,308.2132622,2.0,13.0,34.40894842,
1307,0,60145.0,63268.0,Other,4.0,0.0,0.0,122.4960779,0.0,34.0,36.73687075,0.9506385534551433
1308,0,64295.0,73594.0,,19.0,0.0,0.0,157.2465503,0.0,11.0,33.55631225,0.8736445905916244
1309,0,154434.0,179486.0,Office,5.0,0.0,0.0,182.3539,1.0,55.0,34.98345933,0.8604236542125848
1310,0,64331.0,65040.0,Other,4.0,0.0,0.0,66.54105782,1.0,20.0,42.33212434,0.9890990159901599
1311,0,,73388.0,Other,,0.0,0.0,367.2308638,0.0,7.0,36.84217463,
1312,0,13694.0,87580.0,Other,8.0,0.0,0.0,258.5549278,0.0,14.0,20.26019805,0.15635989952043847
1313,0,26000.0,39000.0,Other,9.0,,1.0,152.2333333,7.0,29.0,,0.6666666666666666
1314,0,88829.0,114962.0,Other,13.0,0.0,0.0,206.212228,3.0,15.0,37.86494621,0.7726814077695239
1315,0,53537.0,66674.0,Office,4.0,0.0,0.0,83.5030948,2.0,11.0,37.09841345,0.8029666736658968
1316,0,41467.0,58329.0,Mgr,2.0,0.0,0.0,187.7134862,0.0,22.0,27.86112392,0.710915668021053
1317,1,57880.0,66802.0,Other,2.0,0.0,0.0,94.59842526,8.0,21.0,45.46476584,0.86644112451723
1318,0,63130.0,71387.0,Other,3.0,0.0,2.0,305.556928,0.0,10.0,32.1779167,0.8843346827853811
1319,0,57372.0,67960.0,ProfExe,1.5,0.0,0.0,158.2666667,2.0,35.0,,0.8442024720423779
1320,1,,18600.0,Other,24.0,,,,,,,
1321,0,74000.0,89000.0,Mgr,6.0,0.0,0.0,138.0333333,2.0,27.0,,0.8314606741573034
1322,1,41500.0,56247.0,Other,8.0,0.0,1.0,70.03333333,2.0,24.0,,0.7378171280246058
1323,0,30922.0,57682.0,Other,30.0,0.0,0.0,241.4604126,0.0,19.0,23.23703502,0.5360771124440901
1324,0,69656.0,88198.0,Office,15.0,0.0,0.0,97.31940617,0.0,8.0,27.32239655,0.7897684754756343
1325,1,89000.0,268000.0,ProfExe,,4.0,,120.8,2.0,15.0,,0.332089552238806
1326,0,42003.0,53754.0,Other,16.0,0.0,0.0,84.55110419,0.0,12.0,32.34295932,0.7813930126130149
1327,0,76729.0,102287.0,ProfExe,5.0,0.0,0.0,89.06269877,1.0,33.0,38.44765886,0.7501344256845933
1328,0,74814.0,98132.0,ProfExe,8.0,0.0,0.0,164.3308981,0.0,34.0,32.3751491,0.7623812823543799
1329,1,55267.0,65160.0,Other,1.0,0.0,0.0,108.2754232,8.0,22.0,47.07928537,0.8481737262124003
1330,0,47483.0,53877.0,,9.0,0.0,0.0,117.0523947,0.0,26.0,21.44628171,0.8813222710989848
1331,0,34044.0,55784.0,Other,10.0,0.0,0.0,245.1308598,1.0,32.0,36.35032943,0.6102825182848128
1332,0,12630.0,32220.0,,,,,,,,34.34585989,0.3919925512104283
1333,0,27180.0,86978.0,ProfExe,22.0,0.0,0.0,230.7211544,0.0,10.0,25.75301023,0.31249281427487413
1334,0,47701.0,66500.0,Other,10.0,0.0,0.0,103.0142897,0.0,23.0,37.3100061,0.7173082706766918
1335,0,37742.0,64334.0,Mgr,,,,,,,37.54125788,0.5866571330867038
1336,0,80386.0,106526.0,ProfExe,1.0,0.0,0.0,64.06673554,1.0,19.0,34.10469706,0.75461389707677
1337,0,31216.0,44716.0,Other,8.0,,1.0,149.1946475,6.0,29.0,37.88226039,0.6980946417389748
1338,0,82894.0,124359.0,Other,7.0,,,,,,40.32588532,0.6665701718412017
1339,0,54344.0,92742.0,Other,19.0,0.0,0.0,171.205079,0.0,28.0,24.55320617,0.5859696793254404
1340,0,39061.0,50225.0,Other,15.0,0.0,0.0,77.11428511,0.0,12.0,32.58746565,0.7777202588352414
1341,1,61294.0,82646.0,ProfExe,5.0,0.0,4.0,87.85916929,2.0,13.0,36.39514815,0.7416450886915277
1342,0,46589.0,64559.0,Other,8.0,0.0,0.0,85.23087649,2.0,33.0,40.45139254,0.7216499635991883
1343,0,28264.0,86546.0,ProfExe,20.0,0.0,0.0,244.140509,0.0,11.0,24.20235008,0.3265777736694937
1344,0,44696.0,57686.0,Office,0.0,0.0,0.0,170.3409741,0.0,20.0,37.79255503,0.7748153798148597
1345,0,61513.0,73143.0,ProfExe,2.0,0.0,0.0,164.5676555,2.0,34.0,43.20495313,0.8409964043038979
1346,0,82365.0,100272.0,ProfExe,3.0,1.0,0.0,122.4835943,0.0,26.0,33.65164695,0.8214157491622786
1347,0,81151.0,200459.0,Self,14.0,0.0,0.0,9.53414271,,7.0,21.22321399,0.404825924503265
1348,0,62909.0,81411.0,Other,15.0,0.0,0.0,238.3144708,1.0,35.0,34.68038165,0.772733414403459
1349,1,53200.0,71000.0,ProfExe,2.0,0.0,0.0,224.2333333,5.0,39.0,,0.7492957746478873
1350,1,22000.0,35200.0,Mgr,13.0,0.0,0.0,90.33333333,5.0,14.0,,0.625
1351,0,56814.0,66692.0,Mgr,10.0,0.0,0.0,107.3740552,1.0,18.0,32.62568704,0.8518862832123792
1352,0,136820.0,201820.0,ProfExe,2.0,0.0,0.0,68.35305606,1.0,22.0,38.0722099,0.6779308294519869
1353,0,50662.0,62491.0,Other,0.0,0.0,0.0,197.709267,1.0,13.0,26.25188835,0.8107087420588565
1354,0,43676.0,61576.0,Other,6.0,0.0,0.0,84.83912605,1.0,10.0,30.8681375,0.7093023255813954
1355,0,66590.0,77465.0,Other,1.0,1.0,0.0,110.7716232,0.0,6.0,39.73578526,0.859614019234493
1356,0,46972.0,80147.0,Office,12.0,3.0,0.0,244.2335301,2.0,29.0,32.6565313,0.5860730906958463
1357,0,63245.0,82041.0,Office,3.0,1.0,3.0,184.5725782,3.0,29.0,38.21903431,0.7708950402847357
1358,0,73844.0,107640.0,ProfExe,3.0,0.0,0.0,92.97949051,0.0,34.0,37.31928931,0.6860274990709774
1359,0,120137.0,137090.0,ProfExe,17.0,,1.0,173.6904615,0.0,33.0,30.95890574,0.8763367131081771
1360,0,80397.0,203341.0,Self,14.0,0.0,0.0,11.96373328,,7.0,18.73208974,0.3953801741901535
1361,0,83217.0,101359.0,Mgr,1.0,0.0,0.0,54.74662201,2.0,24.0,40.76038718,0.8210124409277914
1362,0,27666.0,56218.0,Other,3.0,0.0,0.0,249.8511899,0.0,10.0,39.52832634,0.49211996157814225
1363,0,64546.0,84576.0,Other,0.0,,,173.6252843,,35.0,28.97180377,0.7631715853197124
1364,0,48018.0,68963.0,Mgr,2.0,0.0,0.0,186.7575926,1.0,16.0,30.65574434,0.6962864144541275
1365,0,56352.0,75277.0,Office,5.0,0.0,0.0,98.37727819,2.0,15.0,26.24239431,0.7485951884373713
1366,0,72022.0,82238.0,Office,5.0,1.0,2.0,181.7689404,3.0,30.0,39.59414827,0.8757751890853377
1367,0,58701.0,67967.0,Mgr,10.0,0.0,0.0,116.5322893,1.0,19.0,31.54021826,0.8636691335501052
1368,0,85198.0,107044.0,ProfExe,0.0,0.0,0.0,66.75832547,0.0,19.0,36.84646682,0.7959156982175554
1369,0,56197.0,79272.0,Other,18.0,0.0,0.0,218.9816622,1.0,16.0,34.01535961,0.708913613886366
1370,0,126751.0,184554.0,Other,8.0,0.0,0.0,225.8703522,0.0,19.0,34.13705457,0.6867962764285792
1371,0,48322.0,64383.0,Other,0.0,1.0,0.0,185.2567347,2.0,12.0,28.03080155,0.7505397387509125
1372,0,83650.0,203720.0,Self,11.0,0.0,0.0,13.58869396,,8.0,19.58771055,0.41061260553701157
1373,0,124330.0,176350.0,Other,8.0,0.0,0.0,222.6343393,1.0,19.0,33.96477734,0.7050184292599944
1374,0,55341.0,78062.0,Other,3.0,0.0,1.0,192.5968546,0.0,12.0,28.82864931,0.708936486382619
1375,1,55043.0,68609.0,Other,2.0,0.0,0.0,46.27217596,1.0,17.0,25.44884453,0.8022708391027417
1376,0,73996.0,92766.0,Office,15.0,0.0,1.0,102.1474286,0.0,9.0,25.3840627,0.7976629368518638
1377,0,59588.0,69166.0,Other,6.0,0.0,0.0,133.9065052,0.0,17.0,36.18085758,0.8615215568342828
1378,0,49573.0,68125.0,Other,2.0,0.0,0.0,223.2,0.0,10.0,,0.7276770642201835
1379,1,122000.0,148000.0,ProfExe,0.7,0.0,0.0,165.3333333,7.0,29.0,,0.8243243243243243
1380,1,34000.0,49756.0,Other,0.9,1.0,0.0,230.3,8.0,8.0,,0.6833346732052415
1381,0,67523.0,85560.0,Sales,5.0,0.0,0.0,126.8429349,0.0,35.0,26.00166533,0.7891888733052829
1382,1,41144.0,59375.0,Other,2.0,0.0,0.0,73.6,1.0,18.0,,0.6929515789473685
1383,0,50210.0,64838.0,Other,9.0,0.0,0.0,95.03916828,2.0,34.0,40.39623344,0.7743915605046423
1384,0,54091.0,67661.0,Other,27.0,0.0,2.0,188.5339891,0.0,24.0,38.58937235,0.7994413325253839
1385,0,147477.0,181050.0,Office,6.0,0.0,0.0,190.0210849,1.0,55.0,34.69816239,0.8145650372825186
1386,0,115118.0,124198.0,Self,6.0,1.0,0.0,174.3418233,0.0,19.0,31.75799058,0.9268909322211307
1387,0,110789.0,126781.0,Self,6.0,0.0,1.0,178.6374675,0.0,19.0,31.88893638,0.8738612252624605
1388,0,51224.0,70399.0,Mgr,5.0,,,110.6774417,,23.0,42.93929441,0.7276239719314195
1389,0,67065.0,96171.0,Office,9.0,0.0,0.0,205.0076003,3.0,28.0,41.58720119,0.6973515924759023
1390,0,29569.0,47842.0,Other,12.0,,1.0,144.8171746,7.0,28.0,36.78458201,0.6180552652481084
1391,0,199000.0,226000.0,ProfExe,11.0,0.0,0.0,236.3666667,0.0,22.0,,0.8805309734513275
1392,1,64305.0,107374.0,ProfExe,9.0,0.0,0.0,97.86132576,0.0,36.0,36.99638566,0.5988879989569169
1393,0,98568.0,121994.0,Office,15.0,0.0,0.0,270.2651653,0.0,16.0,33.65829222,0.8079741626637376
1394,0,32870.0,61572.0,Mgr,,,,,,,38.49024696,0.5338465536282726
1395,1,35602.0,73077.0,Self,,0.0,1.0,179.89656,1.0,20.0,53.58488301,0.4871847503318418
1396,0,11950.0,46780.0,Office,24.0,0.0,0.0,268.9,0.0,20.0,,0.25545104745617786
1397,0,70214.0,83882.0,Office,4.0,1.0,2.0,172.7993009,3.0,30.0,38.58882359,0.8370568179108748
1398,0,49254.0,80527.0,Other,2.0,0.0,2.0,202.5374304,0.0,13.0,29.55158314,0.6116457834018404
1399,0,44355.0,57742.0,Other,20.0,0.0,1.0,129.7319921,0.0,22.0,38.04276786,0.7681583595995982
1400,0,125732.0,184667.0,Other,7.0,0.0,0.0,212.2234688,0.0,19.0,33.92078997,0.6808579767906556
1401,0,31149.0,67239.0,Mgr,,,,,,,35.26543738,0.4632579306652389
1402,0,80203.0,98731.0,Other,4.0,0.0,0.0,113.4251457,2.0,31.0,41.47407381,0.812338576536245
1403,0,64181.0,70996.0,Other,4.0,0.0,0.0,171.7595791,2.0,17.0,33.22779359,0.9040086765451575
1404,1,57892.0,78900.0,ProfExe,15.0,0.0,3.0,329.1666667,1.0,14.0,,0.7337389100126742
1405,0,,,,,,,,,,,
1406,1,75000.0,87400.0,Other,7.0,1.0,0.0,101.4666667,2.0,19.0,,0.8581235697940504
1407,1,52600.0,66700.0,ProfExe,2.0,0.0,0.0,110.5666667,5.0,26.0,,0.7886056971514243
1408,0,75378.0,86060.0,Mgr,6.0,0.0,0.0,102.6650708,0.0,23.0,30.09500969,0.8758772949105276
1409,0,67740.0,108135.0,Office,11.0,0.0,0.0,163.2738318,1.0,12.0,38.38349838,0.6264391732556527
1410,1,194485.0,228670.0,ProfExe,1.0,0.0,0.0,75.45815036,,4.0,28.37013088,0.8505050946779201
1411,0,56477.0,94980.0,Other,17.0,0.0,0.0,179.9173626,0.0,28.0,25.21073966,0.5946199199831543
1412,0,78898.0,86567.0,ProfExe,9.0,0.0,0.0,179.8308288,0.0,12.0,40.29195198,0.911409659570044
1413,0,59469.0,69834.0,Other,3.0,0.0,0.0,308.7591757,0.0,9.0,34.09578509,0.8515765959274851
1414,0,61791.0,78361.0,Office,5.0,0.0,0.0,94.51806778,2.0,15.0,28.08852465,0.7885427700003829
1415,1,24182.0,39750.0,ProfExe,2.0,0.0,0.0,176.8333333,0.0,36.0,,0.6083522012578616
1416,0,,49495.0,Mgr,5.0,,,141.1652982,,8.0,21.07999894,
1417,0,83441.0,92148.0,Mgr,5.0,0.0,0.0,119.145844,1.0,26.0,40.97863532,0.9055107001779745
1418,0,49953.0,75322.0,Other,0.0,0.0,0.0,58.89273133,8.0,21.0,23.87594619,0.6631926927059824
1419,0,67171.0,82138.0,Other,2.0,0.0,0.0,89.12452631,0.0,6.0,38.8031464,0.8177822688645937
1420,0,13365.0,66979.0,Other,9.0,2.0,1.0,346.9796514,1.0,22.0,16.48162968,0.19954015437674494
1421,0,89139.0,122571.0,Other,8.0,,,,,,40.78052715,0.7272438015517537
1422,0,42191.0,57224.0,Other,15.0,0.0,0.0,68.81082617,0.0,11.0,30.51822975,0.7372955403327275
1423,0,61767.0,72668.0,ProfExe,15.0,0.0,0.0,228.9854532,3.0,32.0,37.91433471,0.8499889910276875
1424,1,86754.0,110000.0,ProfExe,13.0,0.0,2.0,103.4333333,0.0,19.0,,0.7886727272727273
1425,0,57494.0,66704.0,Mgr,6.0,,,115.3127491,,24.0,39.51098574,0.8619273207004078
1426,0,,76207.0,,,,,,,,22.3926116,
1427,0,49406.0,83074.0,Other,1.0,0.0,1.0,191.8151231,0.0,13.0,30.12455569,0.5947227772829043
1428,0,22513.0,52355.0,Other,1.0,0.0,0.0,248.5834087,0.0,10.0,39.20462501,0.43000668513036006
1429,1,,16365.0,Other,,0.0,0.0,59.54870268,1.0,2.0,24.19590363,
1430,0,,66691.0,Other,,0.0,0.0,349.7523621,0.0,7.0,34.34334852,
1431,0,17282.0,70783.0,ProfExe,19.0,0.0,1.0,404.9043933,0.0,11.0,23.61012437,0.244154669906616
1432,0,56793.0,68825.0,Other,3.0,0.0,0.0,225.8890415,0.0,9.0,34.72787519,0.8251798038503451
1433,0,25061.0,35792.0,Other,3.0,,,,,,37.10471224,0.7001843987483236
1434,0,51990.0,76918.0,Other,0.0,0.0,1.0,180.8181023,0.0,12.0,29.55540653,0.675914610364284
1435,0,59029.0,76120.0,Other,2.0,0.0,0.0,231.7341444,0.0,10.0,36.02568383,0.7754729374671572
1436,0,116030.0,125179.0,Self,6.0,0.0,0.0,177.0858449,0.0,19.0,33.84909254,0.9269126610693487
1437,0,45028.0,61014.0,Other,10.0,0.0,0.0,72.49466093,0.0,23.0,35.66764597,0.7379945586258891
1438,1,49352.0,56529.0,Other,7.0,0.0,1.0,78.83361763,2.0,23.0,36.17495524,0.8730386173468485
1439,0,14046.0,34777.0,Other,5.0,0.0,0.0,256.634152,0.0,11.0,22.44794332,0.40388762687983437
1440,0,88252.0,112567.0,Other,11.0,0.0,0.0,224.7155765,2.0,15.0,39.52685236,0.7839953094601437
1441,0,52602.0,61496.0,Other,13.0,0.0,0.0,107.3400662,0.0,22.0,37.69910859,0.8553727071679459
1442,1,60513.0,110485.0,Mgr,3.0,1.0,1.0,126.7719289,1.0,17.0,40.03139332,0.5477033081413767
1443,0,76958.0,88607.0,ProfExe,9.0,0.0,0.0,175.4118267,0.0,12.0,39.21677518,0.8685318315708691
1444,0,21738.0,86586.0,ProfExe,20.0,0.0,0.0,241.0607911,0.0,10.0,25.21859995,0.25105675282378215
1445,0,77929.0,102942.0,ProfExe,8.0,0.0,0.0,173.8298837,0.0,34.0,33.89777255,0.7570185152804492
1446,0,89275.0,108653.0,Other,15.0,0.0,0.0,206.9034809,2.0,15.0,37.74304708,0.8216524164081985
1447,0,57554.0,68222.0,ProfExe,14.0,0.0,0.0,215.4317939,3.0,32.0,36.5693479,0.8436281551405705
1448,0,21780.0,85505.0,ProfExe,19.0,0.0,0.0,240.682581,0.0,10.0,24.40433511,0.25472194608502424
1449,0,63314.0,69285.0,ProfExe,15.0,0.0,0.0,244.0177745,3.0,32.0,36.54257022,0.9138197301003104
1450,0,48538.0,63805.0,Other,9.0,0.0,0.0,88.60602346,0.0,22.0,38.0261511,0.7607240811848601
1451,0,50716.0,61492.0,Other,3.0,0.0,1.0,90.23032976,0.0,20.0,38.25586202,0.8247576920575034
1452,1,77517.0,86214.0,ProfExe,2.0,2.0,0.0,352.3791379,0.0,28.0,28.03021421,0.8991231122555502
1453,0,56795.0,70014.0,Other,3.0,0.0,1.0,319.7957713,0.0,10.0,33.59617086,0.8111949038763676
1454,1,45000.0,63775.0,Other,14.0,0.0,0.0,173.1666667,0.0,18.0,,0.7056056448451588
1455,1,49000.0,66922.0,Other,11.0,0.0,2.0,91.0,3.0,32.0,,0.7321956905053645
1456,0,108095.0,137000.0,ProfExe,3.0,0.0,0.0,277.0,1.0,46.0,,0.789014598540146
1457,0,15129.0,29375.0,Office,6.0,0.0,1.0,102.4333333,0.0,17.0,,0.5150297872340426
1458,0,74596.0,98000.0,ProfExe,6.0,0.0,0.0,108.5333333,1.0,27.0,,0.7611836734693878
1459,0,85149.0,106820.0,Mgr,10.0,0.0,0.0,240.4333333,0.0,25.0,,0.7971260063658491
1460,0,102000.0,120000.0,,3.0,0.0,0.0,125.8,1.0,26.0,,0.85
1461,0,63847.0,86500.0,Office,26.0,0.0,0.0,170.4333333,2.0,14.0,,0.7381156069364162
1462,1,54100.0,70438.0,Self,2.0,3.0,1.0,115.6,1.0,25.0,,0.7680513359266306
1463,1,66400.0,81500.0,Other,9.5,0.0,0.0,215.0666667,0.0,65.0,,0.8147239263803681
1464,1,63975.0,235000.0,ProfExe,4.0,5.0,0.0,123.7666667,1.0,17.0,,0.2722340425531915
1465,1,53700.0,68000.0,Mgr,6.0,0.0,0.0,101.5,0.0,13.0,,0.7897058823529411
1466,1,62227.0,81250.0,Office,9.0,0.0,5.0,123.7666667,3.0,34.0,,0.7658707692307692
1467,1,41000.0,63450.0,Other,2.9,,,,,,,0.6461780929866037
1468,1,122751.0,140000.0,Other,5.0,0.0,0.0,116.7,2.0,30.0,,0.8767928571428572
1469,1,85474.0,118125.0,Office,2.5,2.0,0.0,132.9333333,1.0,9.0,,0.723589417989418
1470,0,131949.0,165096.0,ProfExe,5.0,0.0,0.0,440.4212537,0.0,42.0,26.90476645,0.7992259049280419
1471,0,116361.0,143318.0,ProfExe,15.0,,1.0,181.0707933,1.0,32.0,30.03284549,0.8119077854840285
1472,0,54641.0,65705.0,Other,5.0,0.0,0.0,323.1929276,0.0,10.0,33.29962839,0.8316109885092459
1473,0,85758.0,108661.0,Mgr,11.0,0.0,0.0,255.2874154,0.0,24.0,29.43486714,0.7892252049953525
1474,0,60123.0,74887.0,Other,3.0,0.0,1.0,242.2497612,2.0,16.0,37.68016976,0.8028496267710017
1475,0,43614.0,60831.0,Other,3.0,0.0,2.0,84.44474615,0.0,20.0,36.67364815,0.7169699659712975
1476,0,83639.0,98081.0,Other,10.0,0.0,0.0,155.3712203,4.0,22.0,42.53968571,0.852754356093433
1477,0,50178.0,64427.0,Other,5.0,0.0,0.0,67.63628905,1.0,11.0,28.68992836,0.7788349604979279
1478,0,77723.0,107245.0,ProfExe,5.0,0.0,0.0,115.5585296,0.0,26.0,26.91192966,0.7247237633456105
1479,0,46093.0,60563.0,Mgr,4.0,0.0,0.0,190.4821643,1.0,21.0,29.57814813,0.7610752439608341
1480,1,85008.0,73223.0,Mgr,7.0,0.0,2.0,197.1200454,0.0,23.0,41.44105202,1.1609466970760554
1481,0,106762.0,123138.0,,2.0,0.0,0.0,131.0119157,0.0,25.0,32.80374334,0.8670109957933375
1482,0,92521.0,110704.0,Other,13.0,0.0,0.0,208.8984853,2.0,16.0,39.25043329,0.8357511923688394
1483,1,49000.0,68000.0,Other,2.0,2.0,3.0,9.1,3.0,15.0,,0.7205882352941176
1484,0,,56851.0,Other,10.0,0.0,0.0,308.4356492,2.0,13.0,31.07561658,
1485,0,48893.0,113223.0,ProfExe,7.0,0.0,1.0,237.0980813,0.0,9.0,22.00337641,0.43182922197786666
1486,0,47689.0,52910.0,Mgr,21.0,1.0,1.0,224.4807501,1.0,18.0,34.94707658,0.9013230013230014
1487,0,59232.0,71157.0,Mgr,5.0,,,108.2171605,,24.0,40.09183182,0.8324128335933219
1488,0,,50262.0,Mgr,5.0,,,175.7568875,,8.0,22.95686376,
1489,1,52028.0,77316.0,Other,,0.0,2.0,194.4848973,1.0,12.0,30.79767437,0.6729266904651042
1490,0,79226.0,88112.0,ProfExe,10.0,0.0,1.0,179.6482736,1.0,12.0,40.67090473,0.8991510804430725
1491,0,72402.0,86584.0,Mgr,8.0,0.0,0.0,102.9720787,0.0,22.0,29.6557132,0.8362053035202809
1492,0,17430.0,68499.0,ProfExe,20.0,0.0,2.0,403.9654009,1.0,12.0,21.75864261,0.25445626943459027
1493,1,,26400.0,Other,8.0,0.0,0.0,,2.0,0.0,,
1494,0,82849.0,113913.0,ProfExe,10.0,0.0,1.0,167.3610299,0.0,27.0,35.76333348,0.7273006592750608
1495,0,27861.0,47737.0,Other,8.0,0.0,0.0,89.49211666,0.0,4.0,34.05094936,0.583635335274525
1496,0,82329.0,100139.0,ProfExe,5.0,0.0,0.0,108.5325636,0.0,26.0,26.0992587,0.8221472153706348
1497,0,80922.0,95105.0,Other,3.0,0.0,0.0,90.88129226,2.0,31.0,38.12081058,0.8508700909521055
1498,0,,67005.0,Other,,0.0,0.0,364.3759758,0.0,7.0,36.67473432,
1499,1,68784.0,85464.0,ProfExe,2.0,0.0,0.0,117.9983043,0.0,14.0,36.04425176,0.8048301039033979
1500,0,52029.0,71376.0,Other,4.0,0.0,1.0,250.2521648,2.0,16.0,38.48364845,0.7289425016812374
1501,0,61856.0,77275.0,Other,4.0,0.0,1.0,243.7137741,1.0,16.0,36.56411956,0.8004658686509221
1502,0,105226.0,122901.0,,3.0,0.0,0.0,113.6887804,1.0,26.0,33.89664298,0.8561850595194506
1503,0,53232.0,86703.0,Other,16.0,0.0,0.0,183.2062075,0.0,29.0,26.87488997,0.6139579945330611
1504,1,52900.0,91741.0,Other,,1.0,1.0,93.1103527,,8.0,40.76145307,0.576623319998692
1505,0,75392.0,89976.0,ProfExe,9.0,0.0,0.0,163.7035554,1.0,12.0,39.27188478,0.8379123321774695
1506,0,31999.0,61406.0,Other,31.0,0.0,0.0,239.0505566,0.0,19.0,20.96127294,0.5211054294368629
1507,0,,,,,,,,,,26.23245922,
1508,0,54496.0,71895.0,Other,6.0,0.0,0.0,125.7657749,0.0,16.0,35.50677407,0.7579942972390291
1509,0,56999.0,67427.0,Other,8.0,0.0,0.0,139.513915,0.0,16.0,35.8924361,0.8453438533525146
1510,0,67366.0,102936.0,Other,9.0,0.0,0.0,213.2814957,0.0,20.0,19.07865117,0.6544454806870288
1511,0,35782.0,45550.0,Other,8.0,0.0,0.0,109.2843458,0.0,3.0,36.15980592,0.7855543358946213
1512,0,148235.0,182053.0,Office,4.0,0.0,0.0,198.8097171,0.0,55.0,33.53872615,0.8142409078674891
1513,0,48031.0,107561.0,ProfExe,5.0,0.0,1.0,226.7811051,0.0,9.0,24.19032663,0.44654661076040575
1514,0,43167.0,60209.0,Other,3.0,0.0,1.0,80.36819698,0.0,20.0,37.49079883,0.7169526150575495
1515,0,50350.0,58837.0,Other,6.0,0.0,0.0,80.84321682,0.0,10.0,28.79316627,0.8557540323265972
1516,0,32562.0,47220.0,Other,8.0,,1.0,151.2858674,7.0,29.0,38.01913505,0.6895806861499365
1517,0,66868.0,107794.0,Office,10.0,0.0,0.0,152.9298285,1.0,12.0,39.64082898,0.6203313728036811
1518,0,93649.0,113833.0,Other,13.0,0.0,0.0,205.1172457,3.0,16.0,39.12613026,0.8226876213400333
1519,0,29348.0,87351.0,ProfExe,20.0,0.0,0.0,224.3948946,0.0,11.0,26.1296273,0.3359778365445158
1520,0,44966.0,55114.0,Office,1.0,0.0,0.0,173.9618974,1.0,21.0,37.4566221,0.8158725550676779
1521,0,23181.0,80140.0,ProfExe,21.0,0.0,0.0,221.4180934,0.0,10.0,25.46264153,0.28925630147242326
1522,0,68890.0,84059.0,Office,12.0,0.0,0.0,254.0196894,3.0,36.0,41.4339438,0.8195434159340463
1523,0,17411.0,86102.0,Other,10.0,0.0,0.0,267.9701095,0.0,13.0,22.08919992,0.20221365357366844
1524,1,114000.0,139200.0,Mgr,5.0,0.0,0.0,213.5666667,1.0,36.0,,0.8189655172413793
1525,0,56842.0,66710.0,Other,6.0,0.0,0.0,144.7952204,0.0,17.0,33.8858765,0.8520761505021736
1526,1,56877.0,65125.0,Other,6.0,2.0,0.0,12.17692857,0.0,1.0,33.24121888,0.8733512476007678
1527,0,62752.0,73003.0,ProfExe,13.0,0.0,0.0,226.5659049,3.0,31.0,38.33979805,0.8595811131049409
1528,0,65508.0,103523.0,Office,12.0,0.0,0.0,154.4273677,0.0,12.0,37.5754361,0.6327869169170136
1529,0,153103.0,181849.0,Office,6.0,0.0,0.0,186.249507,0.0,55.0,33.99556536,0.8419237939169311
1530,1,68990.0,81922.0,Mgr,12.0,0.0,1.0,120.8858112,2.0,23.0,43.15987533,0.8421425258172408
1531,0,,48150.0,Mgr,3.0,,,165.7680172,,9.0,22.30223437,
1532,0,19496.0,73140.0,ProfExe,20.0,0.0,1.0,399.2426919,1.0,12.0,23.37450457,0.26655728739403883
1533,0,57377.0,75038.0,Office,4.0,0.0,0.0,91.21996117,1.0,15.0,25.14027972,0.7646392494469468
1534,0,124205.0,196124.0,Office,0.0,0.0,1.0,332.7233895,0.0,15.0,40.12016832,0.6332983214700904
1535,0,64437.0,79857.0,Office,5.0,0.0,0.0,88.78915597,2.0,14.0,27.89926789,0.8069048424058004
1536,0,61810.0,79817.0,Office,6.0,0.0,0.0,98.2241442,1.0,14.0,25.52507894,0.774396431837829
1537,0,,66345.0,Other,,0.0,0.0,357.1438193,0.0,6.0,34.60197381,
1538,0,62168.0,80681.0,Sales,6.0,0.0,0.0,117.3762292,0.0,34.0,27.69452127,0.7705407716810649
1539,0,56651.0,71353.0,Other,29.0,1.0,2.0,176.9129878,1.0,24.0,38.54444186,0.793954003335529
1540,0,46120.0,52911.0,Mgr,19.0,0.0,0.0,229.4415778,1.0,17.0,36.33481436,0.8716523974220861
1541,0,77926.0,89216.0,Mgr,6.0,0.0,0.0,146.8101541,2.0,26.0,39.46696422,0.8734531922525107
1542,0,129489.0,195105.0,Office,0.0,0.0,1.0,356.3134858,0.0,16.0,41.63401796,0.6636887829630199
1543,0,54984.0,63958.0,Mgr,4.0,0.0,0.0,190.92093,1.0,16.0,28.08685484,0.8596891710184809
1544,0,40752.0,53683.0,Other,22.0,0.0,1.0,129.7580621,0.0,23.0,38.42588111,0.7591229998323492
1545,0,,28600.0,Office,20.0,0.0,0.0,190.0312176,0.0,15.0,39.00867302,
1546,1,29000.0,59900.0,Mgr,3.0,1.0,0.0,91.63333333,4.0,11.0,,0.48414023372287146
1547,1,56602.0,71500.0,Office,11.0,2.0,1.0,52.8,12.0,20.0,,0.7916363636363636
