idx,DEFAULT,OUTSTANDING MORTGAGE,PROPERTY VALUE,LTV RATIO,missing_mortgage,missing_property_value,predicted_probability,dataset,LGD,RWA_IRB,EL
1863,0,25805.0,31414.0,0.821449035461896,0,0,0.0933343798659721,Training,0.45,51285.18914850991,1083.8221525986346
1864,0,24769.0,87665.0,0.28254149318428107,0,0,0.0118487140684304,Training,0.45,15622.554459563888,132.06635944242865
1865,0,83018.0,96637.0,0.8590705423388557,0,0,0.1417125026045784,Training,0.45,192329.71719004502,5294.109843552101
1866,0,93538.0,118369.0,0.7902237917022193,0,0,0.0467042987718078,Validation,0.45,133794.12743538062,1965.8820143328112
1867,0,37562.0,57081.0,0.6580473362414814,0,0,0.0467042987718078,Training,0.45,53727.62957009736,789.4380917099902
1869,0,157312.0,181050.0,0.8688870477768572,0,0,0.0304540874895131,Training,0.45,177701.89977383413,2155.8570350176283
1870,0,10035.0,61897.0,0.1621241740310516,0,0,0.0190259173774813,Training,0.45,8556.803533574644,85.91628639736118
1871,0,83276.0,129116.0,0.6449704142011834,0,0,0.0467042987718078,Test,0.45,119115.65092592055,1750.20623303448
1872,0,57294.0,66615.0,0.8600765593334835,0,0,0.0190259173774813,Test,0.45,48854.35990559299,490.53190960143615
1873,0,101047.0,118913.0,0.8497557037498003,0,0,0.0467042987718078,Validation,0.45,144534.79008491634,2123.6981750976884
1874,0,56960.0,69014.0,0.8253397861303504,0,0,0.0190259173774813,Training,0.45,48569.559469099324,487.6723142196007
1875,0,83924.0,100114.0,0.8382843558343488,0,0,0.0708538629594606,Test,0.45,147700.52145190086,2675.852817754397
1876,0,79900.0,94660.0,0.8440735263046694,0,0,0.0559488203424785,Test,0.45,125417.76556975632,2011.6398354138146
1877,0,35572.83597609803,52026.0,0.6837511239783576,1,0,0.003665531455808,Training,0.45,10006.079420092896,58.67700715920862
1881,0,77100.0,90550.0,0.8514632799558255,0,0,0.4534831721179381,Validation,0.45,184663.04840133782,15733.59865663186
1882,0,71582.0,93400.0,0.7664025695931478,0,0,0.8951050006268492,Training,0.45,40655.500885390706,28833.032769692003
1886,0,50097.0,73846.0,0.6783982883297673,0,0,0.008375743780809,Training,0.45,25089.13188271906,188.8198362842348
1887,0,77792.0,100812.0,0.7716541681545848,0,0,0.0308606044660116,Training,0.45,88547.39189385757,1080.3186641789885
1888,0,53354.0,79893.0,0.6678182068516642,0,0,0.048983147398321,Test,0.45,78243.46186968313,1176.0510808305085
1889,0,66163.0,83727.0,0.7902229866112485,0,0,0.2765590641735172,Training,0.45,173861.7703553743,8234.08981331059
1890,0,81865.0,101048.0,0.81015952814504,0,0,0.0467042987718078,Test,0.45,117097.39616516746,1720.5513385293207
1891,0,17659.0,31843.0,0.5545645824828063,0,0,0.1796362552924711,Training,0.45,43678.565645836825,1427.488484494386
1892,0,55228.0,66569.0,0.8296354158842705,0,0,0.0118487140684304,Training,0.45,34833.96332887054,294.47135125707337
1893,0,77937.0,89710.0,0.8687660238546427,0,0,0.0776040388779596,Training,0.45,143000.1783477109,2721.701690114192
1894,0,26286.0,36002.0,0.7301261041053275,0,0,0.0933343798659721,Training,0.45,52241.1347396912,1104.0243791206242
1895,0,26803.04405995162,39200.0,0.6837511239783576,1,0,0.4853968513213417,Training,0.45,61888.05241647316,5854.550936637468
1896,0,56791.0,72974.0,0.7782360840847425,0,0,0.3066853491844556,Validation,0.45,149094.24566143556,7837.635449490489
1898,0,71370.0,90316.0,0.7902254307099518,0,0,0.0467042987718078,Training,0.45,102085.64300138035,1499.9786115047652
1899,0,84933.0,110253.0,0.7703463851323773,0,0,0.0562609926136271,Training,0.45,133690.70400394988,2150.286698543936
1900,0,80612.0,93802.0,0.8593846613078613,0,0,0.0959045833354817,Validation,0.45,162012.92038352415,3478.9771223279326
1903,0,83921.0,90876.0,0.9234671420397025,0,0,0.1417125026045784,Training,0.45,194421.7181371,5351.694718985472
1904,0,45633.0,77578.0,0.5882208873649746,0,0,0.0118487140684304,Training,0.45,28782.10778203718,243.31156608810798
1905,0,103946.0,113900.0,0.9126075504828797,0,0,0.119677753081318,Test,0.45,227494.07992665112,5598.010674805807
1906,0,125688.0,198602.0,0.6328637173845177,0,0,0.0190259173774813,Training,0.45,107173.64449705329,1076.0982765033914
1909,0,67860.0,103426.0,0.6561212847833233,0,0,0.0267956112757076,Training,0.45,71153.84900102577,818.257581526283
1910,0,103960.0,127384.0,0.8161150536959115,0,0,0.0467042987718078,Training,0.45,148701.46344995798,2184.920505142713
1911,0,32742.0,41299.0,0.7928036998474539,0,0,0.0690088112130455,Training,0.45,56916.73041070588,1016.768923531891
1912,0,25000.0,37882.0,0.6599440367456839,0,0,0.787624941947598,Training,0.45,27722.86590060369,8860.780596910477
1914,0,62493.0,77141.0,0.8101139471876175,0,0,0.008375743780809,Test,0.45,31297.185834416476,235.5414102423436
1915,0,55415.0,74307.0,0.7457574656492659,0,0,0.119677753081318,Training,0.45,121280.13044403221,2984.374209150557
1916,0,58247.0,72189.0,0.8068680823948247,0,0,0.3066853491844556,Training,0.45,152916.70382704368,8038.575690276144
1917,0,100590.0,138649.0,0.7255010854748322,0,0,0.130211724916821,Training,0.45,226709.5236211288,5894.098834222362
1918,0,85335.0,97094.0,0.8788905596638309,0,0,0.1417125026045784,Training,0.45,197697.56458132563,5441.866384392764
1919,0,83552.0,107186.0,0.779504786072808,0,0,0.0612061348722475,Training,0.45,137119.64127455532,2301.25274138071
1920,0,37699.0,59874.0,0.6296389083742526,0,0,0.0708538629594606,Validation,0.45,66347.67120508091,1202.0039008689173
1921,0,76002.0,94236.0,0.8065070673627913,0,0,0.130211724916821,Training,0.45,171293.14260118332,4453.358182707704
1922,0,49986.0,67896.0,0.7362142099681867,0,0,0.0118487140684304,Training,0.45,31527.676015009103,266.5214196410529
1923,0,204038.0,230920.0,0.8835873895721462,0,0,0.008375743780809,Training,0.45,102184.4879151692,769.0365042969181
1924,0,79448.0,91004.0,0.873016570700189,0,0,0.0776040388779596,Training,0.45,145772.58772301904,2774.4685563492603
1925,0,149272.0,176467.0,0.8458918664679516,0,0,0.0267956112757076,Training,0.45,156517.4970244786,1799.9255188563413
1926,0,29471.0,48362.0,0.609383400190232,0,0,0.1796362552924711,Training,0.45,72894.89824726526,2382.3270358759873
1927,0,72760.0,83604.0,0.8702932874025167,0,0,0.6499115696331613,Training,0.45,125644.35186119011,21279.40461292897
1928,0,28304.56152820809,41396.0,0.6837511239783576,1,0,0.0236797208877591,Training,0.45,27577.202926575414,301.6098525772673
1929,0,79383.0,107590.0,0.7378287944976298,0,0,0.0708538629594606,Test,0.45,139708.67087384115,2531.0664914898875
1931,0,103034.0,124116.0,0.8301427696670857,0,0,0.0467042987718078,Training,0.45,147376.93906409165,2165.4588238445003
1932,0,58293.0,82594.0,0.7057776593941448,0,0,0.0708538629594606,Training,0.45,102591.70793808275,1858.6279050731266
1933,0,30061.0,58714.0,0.5119903259869878,0,0,0.0118487140684304,Test,0.45,18960.37827966208,160.2828871249888
1934,0,27459.0,38577.0,0.711797184851077,0,0,0.1796362552924711,Training,0.45,67918.32686273477,2219.6843703341838
1935,0,77068.0,98436.0,0.7829249461579098,0,0,0.0467042987718078,Validation,0.45,110235.90212736977,1619.7331039855576
1936,0,130867.0,201245.0,0.6502869636512708,0,0,0.040301282019472,Training,0.45,172967.60921251308,2373.3485433190094
1937,0,61840.0,73541.0,0.8408914755034607,0,0,0.0959045833354817,Training,0.45,124285.2056333689,2668.832745059785
1938,0,79898.0,101989.0,0.7833982096108404,0,0,0.0308606044660116,Training,0.45,90944.5639337648,1109.5652590314278
1939,0,105293.0,121416.0,0.8672086051261778,0,0,0.0190259173774813,Training,0.45,89782.91125666915,901.4831632922123
1940,0,60122.0,93741.0,0.6413629041721338,0,0,0.1417125026045784,Training,0.45,139286.0254029233,3834.017586716608
1941,0,72164.0,104220.0,0.6924198810209173,0,0,0.0467042987718078,Training,0.45,103221.35829552489,1516.6660574559323
1942,0,48139.0,64842.0,0.742404614293205,0,0,0.0118487140684304,Training,0.45,30362.71747462336,256.67336094307694
1943,0,9038.0,65969.0,0.13700374418287378,0,0,0.0190259173774813,Training,0.45,7706.665703681876,77.3803085659542
1944,0,59440.0,88690.0,0.6701995715413237,0,0,0.0718598394822636,Training,0.45,105297.6205377772,1922.1069864715869
1945,0,53199.0,82567.0,0.6443131032979278,0,0,0.0118487140684304,Test,0.45,33554.211905783006,283.652882876893
1946,0,58606.0,83010.0,0.706011323936875,0,0,0.0718598394822636,Training,0.45,103820.19430075657,1895.1379887138935
1947,0,159661.0,183244.0,0.8713027438824736,0,0,0.0304540874895131,Training,0.45,180355.36398869846,2188.0485281984184
1948,0,107653.0,129752.0,0.8296827794561934,0,0,0.0118487140684304,Training,0.45,67899.99011810857,573.997327023932
1949,0,37346.0,53511.0,0.6979125787221319,0,0,0.0467042987718078,Training,0.45,53418.66923818902,784.8984338693704
1950,0,99160.0,114619.0,0.8651270731728596,0,0,0.0467042987718078,Training,0.45,141835.67829643932,2084.039219795608
1951,0,66293.0,92423.0,0.7172781666901096,0,0,0.0959045833354817,Training,0.45,133234.7855280227,2861.01114437659
1952,0,117391.0,210072.0,0.5588131688183099,0,0,0.0208904915234831,Training,0.45,106019.43588942982,1103.5600606949422
1953,0,54546.0,62906.0,0.8671032969827998,0,0,0.0208904915234831,Training,0.45,49262.176402150406,512.7717377879592
1954,0,49349.0,70078.0,0.7042010331345072,0,0,0.0190259173774813,Training,0.45,42079.69083989786,422.5094984975961
1955,0,56516.0,78392.0,0.7209409123379936,0,0,0.0118487140684304,Validation,0.45,35646.34372952936,301.3388659311356
1957,0,100241.0,113073.0,0.8865157906838945,0,0,0.0267956112757076,Training,0.45,105106.58676262635,1208.7084914496927
1958,0,73624.0,103213.0,0.7133209963861141,0,0,0.0267956112757076,Training,0.45,77197.62715666844,887.7600380532134
1961,0,206527.0,227737.0,0.9068662536171109,0,0,0.0267956112757076,Test,0.45,216551.5911086774,2490.3077444721284
1964,0,67867.0,78660.0,0.862789219425375,0,0,0.0083770325646494,Training,0.45,33992.07802851427,255.83583107927734
1965,0,48437.0,65311.0,0.7416361715484375,0,0,0.008375743780809,Training,0.45,24257.785516163905,182.56315567997052
1968,0,76783.0,95007.0,0.8081825549696339,0,0,0.0959045833354817,Training,0.45,154317.44735037134,3313.728730011731
1969,0,58592.0,87002.0,0.6734557826256867,0,0,0.0467042987718078,Test,0.45,83808.35077395092,1231.4242231369933
1970,0,11986.0,48309.0,0.24811111801113664,0,0,0.0236797208877591,Training,0.45,11677.988862272927,127.72131055230626
1971,0,46043.0,62531.0,0.736322783899186,0,0,0.0118487140684304,Training,0.45,29040.707133178574,245.4976538337334
1972,0,42801.0,51123.0,0.8372161258142128,0,0,0.0467042987718078,Training,0.45,61221.34799078156,899.5458112794656
1974,0,91040.0,114331.0,0.7962844722778599,0,0,0.0467042987718078,Training,0.45,130221.05841173696,1913.381712083422
1975,0,71531.0,87256.0,0.8197831667736316,0,0,0.0959045833354817,Training,0.45,143762.04793273789,3087.0678377566537
1976,0,75139.0,105289.0,0.7136453000788306,0,0,0.0467042987718078,Test,0.45,107476.71471879946,1579.19143743669
1977,0,77318.0,97616.0,0.7920627765940009,0,0,0.0467042987718078,Test,0.45,110593.49510411553,1624.9873375973862
1978,0,85251.0,114023.0,0.7476649447918402,0,0,0.1947841721316737,Training,0.45,214655.5625597824,7472.495456278792
1979,0,79151.0,110583.0,0.7157610120904659,0,0,0.0708538629594606,Training,0.45,139300.3666822292,2523.6693481969196
1980,0,29100.0,39264.0,0.7411369193154034,0,0,0.1796362552924711,Training,0.45,71977.25014405412,2352.336763054909
1981,0,81694.0,101680.0,0.8034421715184894,0,0,0.0959045833354817,Training,0.45,164187.5095247807,3525.673063953979
1982,0,68729.0,90127.0,0.7625794711906532,0,0,0.0467042987718078,Training,0.45,98308.03079503811,1444.4728876294105
1983,0,69770.0,87000.0,0.8019540229885057,0,0,0.4242745099409084,Training,0.45,171932.60462826205,13320.73465135973
1985,0,34655.0,57787.0,0.5997023552009968,0,0,0.008375743780809,Test,0.45,17355.607429499352,130.6176303257712
1986,0,64245.0,83823.0,0.7664364195984396,0,0,0.0622332166680025,Training,0.45,106293.48688996516,1799.1778521761194
1987,0,39401.0,53758.0,0.7329327727966071,0,0,0.0708538629594606,Training,0.45,69343.07523147545,1256.270874509568
1988,0,58566.0,74655.0,0.784488647779787,0,0,0.0129783827280068,Test,0.45,39194.05680493824,342.04138328180085
1989,0,105638.0,112608.0,0.9381038647342995,0,0,0.119677753081318,Training,0.45,231197.1563628381,5689.133316001922
1990,0,59191.0,72716.0,0.8140024203751581,0,0,0.0467042987718078,Training,0.45,84665.14354623377,1244.013366870934
1992,0,151991.0,179521.0,0.8466474674272091,0,0,0.0267956112757076,Test,0.45,159368.4742634086,1832.7112890327332
1993,0,102905.0,117694.0,0.8743436368888813,0,0,0.0467042987718078,Training,0.45,147192.42108809086,2162.7476393007973
1994,0,92734.0,114285.0,0.8114275714223214,0,0,0.0118487140684304,Training,0.45,58490.1273871855,494.4503926898212
1995,0,87270.0,97929.0,0.8911558373923966,0,0,0.0708538629594606,Validation,0.45,153589.25345678694,2782.5374792124567
1996,0,90646.0,100744.0,0.8997657428730247,0,0,0.0718598394822636,Validation,0.45,160578.87132011022,2931.21315436917
1997,0,66126.0,84472.0,0.7828156075385927,0,0,0.0020633132788646,Training,0.45,12220.708927843767,61.39739424519024
1998,0,67038.0,110955.0,0.6041908881979181,0,0,0.0467042987718078,Training,0.45,95889.27190032977,1408.9332514790033
1999,0,89510.0,102628.0,0.8721791324005145,0,0,0.0498650682918304,Training,0.45,132488.03616368267,2008.5400182607825
2001,0,83886.0,100782.0,0.8323510150622135,0,0,0.0321424601431243,Test,0.45,97733.1466181923,1213.3360852047563
2002,0,31498.0,42695.0,0.7377444665651716,0,0,0.1796362552924711,Test,0.45,77908.57130712771,2546.1822461410147
2003,0,149297.0,177044.0,0.843276247712433,0,0,0.0267956112757076,Training,0.45,156543.7104967012,1800.226969483193
2005,0,55673.0,64582.0,0.8620513455761667,0,0,0.0208904915234831,Test,0.45,50280.004891961275,523.3663505640936
2006,0,88304.0,122178.0,0.7227487763754522,0,0,0.0562609926136271,Training,0.45,138996.9025745563,2235.6318112891777
2007,0,50636.0,57838.0,0.8754797883744251,0,0,0.0118487140684304,Training,0.45,31937.650596086925,269.9871685060688
2008,0,52353.0,62740.0,0.8344437360535544,0,0,0.0467042987718078,Training,0.45,74884.26044628366,1100.2995691202043
2009,0,89492.0,110007.0,0.8135118674266183,0,0,0.1947841721316737,Training,0.45,225334.07941959682,7844.231309583484
2010,0,19688.0,77998.0,0.25241672863406756,0,0,0.0400353493532277,Test,0.45,25927.980016808655,354.6971811298561
2011,0,70167.0,90812.0,0.7726622032330529,0,0,0.0959045833354817,Validation,0.45,141020.69895984145,3028.2016045053347
2012,0,45215.0,66162.0,0.6833983253226927,0,0,0.0467042987718078,Training,0.45,64674.265774238644,950.2806910352805
2013,0,56957.0,73181.0,0.778303111463358,0,0,0.4404355570186276,Validation,0.45,138246.48836654396,11288.649609499487
2014,0,56798.0,71364.0,0.7958914859032565,0,0,0.0267956112757076,Training,0.45,59554.911811969665,684.8717081569381
2015,0,61031.0,71550.0,0.85298392732355,0,0,0.1947841721316737,Training,0.45,153671.4365648037,5349.54276421568
2016,0,18106.0,37881.0,0.47797048652358703,0,0,0.0577299028000201,Training,0.45,28869.437121254006,470.3659290437238
2018,0,15374.0,59309.0,0.2592186683302703,0,0,0.048983147398321,Training,0.45,22545.919383448447,338.88010864580417
2019,0,27787.0,44901.0,0.6188503596801853,0,0,0.0690088112130455,Training,0.45,48303.25538825619,862.896526729603
2020,0,81972.0,102295.0,0.8013294882447822,0,0,0.0321424601431243,Training,0.45,95503.20070794244,1185.6517842834835
2021,0,19815.79132401678,28981.0,0.6837511239783576,1,0,0.0332854224774289,Training,0.45,23549.689695568184,296.80964367501093
2022,0,61509.0,77065.0,0.7981444235385713,0,0,0.0467042987718078,Training,0.45,87980.74562662048,1292.7306209198068
2023,0,80587.0,110064.0,0.7321830934728885,0,0,0.0708538629594606,Training,0.45,141827.62883375832,2569.455114441323
2024,0,72931.0,96803.0,0.7533960724357717,0,0,0.0562609926136271,Training,0.45,114798.68524262734,1846.4267035369971
2026,0,78766.0,106450.0,0.7399342414279004,0,0,0.0321424601431243,Validation,0.45,91767.98305472349,1139.279857034998
2027,0,49268.0,72430.0,0.6802153803672512,0,0,0.0118487140684304,Validation,0.45,31074.811785449296,262.693100125543
2028,0,39386.0,53149.0,0.7410487497412933,0,0,0.0708538629594606,Test,0.45,69316.6762535695,1255.792610934592
2029,0,67395.0,94355.0,0.7142705738964549,0,0,0.0860989974406603,Training,0.45,129447.76447256761,2611.1888696309857
2030,0,53951.0,70095.0,0.769684000285327,0,0,0.3066853491844556,Validation,0.45,141638.35198676042,7445.691573232754
2031,0,49349.737373137956,72175.0,0.6837511239783576,1,0,0.0190259173774813,Training,0.45,42080.319594962384,422.5158116377757
2032,0,29196.0,42682.0,0.6840354247692235,0,0,0.0690088112130455,Training,0.45,50752.57653994774,906.6515634792344
2033,0,96172.0,112123.0,0.8577365928489249,0,0,0.0267956112757076,Training,0.45,100840.08202367595,1159.644387423308
2034,0,88614.0,116994.0,0.757423457613211,0,0,0.119677753081318,Training,0.45,193938.77973775097,4772.305985196561
2035,0,16913.0,48587.0,0.34809722765348755,0,0,0.0527544009894208,Test,0.45,25769.484395068157,401.5058327703333
2039,0,38200.0,64764.0,0.5898338583163486,0,0,0.4242745099409084,Training,0.45,94135.38049017645,7293.278825884216
2040,0,6793.0,47700.0,0.14241090146750524,0,0,0.4853968513213417,Training,0.45,15684.992313737257,1483.7853649616434
2041,0,59000.0,83187.0,0.7092454349838316,0,0,0.2472632650138446,Test,0.45,154003.9293642031,6564.839686117574
2042,0,61612.0,99132.0,0.6215147480127506,0,0,0.2472632650138446,Test,0.45,160821.86603368275,6855.472927814848
2043,0,17384.37232714974,25425.0,0.6837511239783576,1,0,0.3900523603992985,Test,0.45,44020.079933746594,3051.3669571192513
2044,0,20200.0,37245.0,0.5423546784803329,0,0,0.572475587587339,Test,0.45,40931.91915285025,5203.803091168911
2056,0,26863.0,44218.0,0.6075127776018816,0,0,0.0870598675722781,Training,0.45,51843.31819708877,1052.4101501673479
2057,0,110094.0,145807.0,0.7550666291741823,0,0,0.0190259173774813,Test,0.45,93876.70435728619,942.5877064903917
2058,0,66014.0,85528.0,0.7718408006734636,0,0,0.5401699396115048,Training,0.45,141178.80339472962,16046.450277081247
2059,0,61865.0,72045.0,0.8586994239711292,0,0,0.0959045833354817,Training,0.45,124335.45029929442,2669.911671622309
2060,0,17471.208719894992,25552.0,0.6837511239783576,1,0,0.0332854224774289,Training,0.45,20763.31634868218,261.69145354487006
2061,0,77355.0,114400.0,0.67618006993007,0,0,0.3777907662127063,Training,0.45,197463.478516791,13150.802124172753
2062,0,44875.0,57713.0,0.7775544504704313,0,0,0.0118487140684304,Validation,0.45,28304.01434748797,239.2699697193664
2063,0,110097.0,210595.0,0.5227901897006102,0,0,0.0208904915234831,Training,0.45,99431.9993280452,1034.9912003674137
2064,0,60719.0,73677.0,0.8241242178698915,0,0,0.008375743780809,Training,0.45,30408.747006543676,228.85505398212376
2065,0,80277.0,106799.0,0.7516643414264178,0,0,0.0708538629594606,Validation,0.45,141282.0499570355,2559.5710005584783
2066,0,40996.0,58938.0,0.695578404424989,0,0,0.0346090512482412,Test,0.45,49804.666988423516,638.4746992378033
2067,0,48153.0,70059.0,0.6873206868496553,0,0,0.0190259173774813,Test,0.45,41059.866522393604,412.26974976503567
2068,0,70878.0,86743.0,0.8171033973922968,0,0,0.0467042987718078,Test,0.45,101381.90002314468,1489.638279756687
2069,0,74832.0,98616.0,0.7588220978340229,0,0,0.0321424601431243,Validation,0.45,87184.59370732382,1082.3780598436251
2070,0,59608.0,72561.0,0.8214881272308816,0,0,0.119677753081318,Validation,0.45,130456.84409470129,3210.188177552042
2071,0,69259.0,75149.0,0.9216223768779358,0,0,0.0622332166680025,Training,0.45,114589.16037842786,1939.5946589441332
2073,0,64897.0,81598.0,0.7953258658300448,0,0,0.0208904915234831,Training,0.45,58610.48403128287,610.0786027797673
2074,0,32524.673465402513,47568.0,0.6837511239783576,1,0,0.0236797208877591,Training,0.45,31688.868219425527,346.5788353318062
2076,0,82411.0,103833.0,0.7936879412132944,0,0,0.0612061348722475,Training,0.45,135247.1126613053,2269.826451430555
2077,0,70368.0,87407.0,0.8050613795233791,0,0,0.0185968203794302,Training,0.45,59160.5872422559,588.8794754068849
2078,0,45081.76285726505,65933.0,0.6837511239783576,1,0,0.1721226640823623,Training,0.45,110353.73680965851,3491.8169060347873
2079,0,50552.0,59889.0,0.8440949089148257,0,0,0.0467042987718078,Training,0.45,72308.16064180719,1062.4480701805926
2080,0,73987.0,106557.0,0.6943419953639836,0,0,0.0467042987718078,Training,0.45,105828.92628195499,1554.9799289533848
2081,0,61853.0,73480.0,0.8417664670658682,0,0,0.008375743780809,Training,0.45,30976.66675333497,233.12919603347058
2082,0,97287.0,123281.0,0.7891483683617102,0,0,0.0467042987718078,Training,0.45,139156.59171466008,2044.6745015757897
2083,0,59460.0,72387.0,0.821418210452153,0,0,0.119677753081318,Test,0.45,130132.93433550763,3202.217639196826
2085,0,58039.0,68558.0,0.8465678695411185,0,0,0.119677753081318,Training,0.45,127022.96293135767,3125.6896999889773
2086,0,44817.0,59544.0,0.7526702942361951,0,0,0.1417125026045784,Training,0.45,103828.5785649648,2858.0081531532255
2087,0,155478.0,183646.0,0.8466179497511517,0,0,0.0267956112757076,Training,0.45,163024.72936901686,1874.7576224660097
2088,0,47273.86896073967,69139.0,0.6837511239783576,1,0,0.1721226640823623,Training,0.45,115719.70044261566,3661.6069201513533
2089,0,70069.0,88303.0,0.7935064493845057,0,0,0.008375743780809,Training,0.45,35091.3304567188,264.09599593987764
2090,0,69195.0,79252.0,0.8731009942966739,0,0,0.0622332166680025,Training,0.45,114483.27224455039,1937.8023423040947
2091,0,69697.0,91722.0,0.7598722225856392,0,0,0.0267956112757076,Validation,0.45,73080.01493994243,840.4081735873466
2092,0,58549.0,81381.0,0.7194431132573942,0,0,0.0708538629594606,Validation,0.45,103042.2504943442,1866.7902700860564
2093,0,15346.0,30809.0,0.4981012041935798,0,0,0.1796362552924711,Training,0.45,37957.487309644486,1240.5140881732177
2096,0,93254.0,125738.0,0.7416532790405447,0,0,0.6302089319379448,Training,0.45,168488.36325025247,26446.276682523498
2097,0,22270.0,38437.0,0.5793896505970809,0,0,0.0870598675722781,Validation,0.45,42979.216626928,872.470462875585
2098,0,77241.0,112904.0,0.6841298802522497,0,0,0.0708538629594606,Training,0.45,135938.89682887224,2462.770452983263
2099,0,81654.0,114333.0,0.7141770092624177,0,0,0.0708538629594606,Test,0.45,143705.4761288012,2603.475596741308
2100,0,71775.0,80480.0,0.89183648111332,0,0,0.0131722825454741,Training,0.45,48496.953554870306,425.4482608656316
2101,0,28428.0,34477.0,0.8245496997998666,0,0,0.0933343798659721,Test,0.45,56498.17311039875,1193.9893878734347
2102,0,59422.0,88308.0,0.6728948679621325,0,0,0.008375743780809,Test,0.45,29759.195056289438,223.9665511244546
2103,0,117985.0,138969.0,0.8490022954759695,0,0,0.003665531455808,Training,0.45,33187.325328036895,194.6149779660781
2105,0,96201.0,124892.0,0.7702735163180988,0,0,0.6302089319379448,Test,0.45,173812.9091839228,27282.028257613005
2106,0,76663.0,96022.0,0.7983899523025973,0,0,0.0308606044660116,Test,0.45,87262.29824093483,1064.6399340800313
2107,0,80059.0,121790.0,0.6573528204286067,0,0,0.0346090512482412,Training,0.45,97260.997034496,1246.844715247324
2108,0,61414.0,72101.0,0.8517773678589756,0,0,0.008375743780809,Training,0.45,30756.810696155626,231.47456784957177
2109,0,81944.0,108768.0,0.7533833480435422,0,0,0.0708538629594606,Training,0.45,144215.85636831613,2612.7220258575176
2112,0,64002.0,88174.0,0.7258602309070701,0,0,0.003665531455808,Training,0.45,18002.75624566697,105.57060490558062
2113,0,49628.70783172113,72583.0,0.6837511239783576,1,0,0.1721226640823623,Training,0.45,121484.01072081421,3844.001433132468
2114,0,35000.0,44195.0,0.7919447901346306,0,0,0.1796362552924711,Validation,0.45,86570.57577463554,2829.27102085642
2115,0,14212.0,57608.0,0.24670184696569922,0,0,0.0190259173774813,Test,0.45,12118.514381580751,121.6783519959439
2116,0,57878.0,69907.0,0.8279285336232423,0,0,0.0959045833354817,Training,0.45,116322.43097749233,2497.8444634309544
2118,0,153411.0,182014.0,0.8428527475908446,0,0,0.0159850877997238,Training,0.45,117312.70391414125,1103.5297369995426
2119,0,44509.0,72292.0,0.6156836164444198,0,0,0.0416971016455334,Training,0.45,59925.062390569634,835.1533337134707
2120,0,38232.0,59482.0,0.6427490669446219,0,0,0.0346090512482412,Test,0.45,46446.77598549634,595.427961295241
2121,0,81574.0,103760.0,0.7861796453353893,0,0,0.0321424601431243,Training,0.45,95039.50244656342,1179.8950696718498
2122,0,86360.0,116111.0,0.743771046670858,0,0,0.0267956112757076,Validation,0.45,90551.81844574986,1041.3310453965487
2123,0,85532.0,115800.0,0.7386183074265976,0,0,0.0467042987718078,Training,0.45,122342.5699480743,1797.6204371476194
2124,0,18554.27050027671,27136.0,0.6837511239783576,1,0,0.0332854224774289,Validation,0.45,22050.459941994348,277.9140295629929
2125,0,74609.0,115056.0,0.6484581421220971,0,0,0.0708538629594606,Training,0.45,131306.75617230913,2378.8511376940783
2126,0,66174.0,79957.0,0.827619845667046,0,0,0.0083770325646494,Training,0.45,33144.11674980334,249.4537888198992
2127,0,66502.0,78138.0,0.8510839796257903,0,0,0.0467042987718078,Training,0.45,95122.59255818685,1397.6681746152433
2128,0,79512.0,92224.0,0.8621616932685635,0,0,0.130211724916821,Training,0.45,179203.97298104377,4659.027602213822
2129,0,55505.0,76841.0,0.7223357322262854,0,0,0.0267956112757076,Training,0.45,58199.15102861679,669.2806817361676
2130,0,50039.0,63784.0,0.7845070864166562,0,0,0.0208904915234831,Training,0.45,45191.76557377634,470.4026874046069
2132,0,44952.0,56394.0,0.7971060751143739,0,0,0.1417125026045784,Training,0.45,104141.33618163415,2866.6171876864537
2133,0,49491.0,69028.0,0.7169699252477255,0,0,0.0118487140684304,Test,0.45,31215.464603265227,263.88211858231006
2134,0,53699.0,68084.0,0.7887168791492861,0,0,0.0208904915234831,Training,0.45,48497.224555770816,504.80932694378356
2136,0,156455.0,180313.0,0.8676856355337663,0,0,0.0304540874895131,Training,0.45,176733.8202369509,2144.1124161772977
2137,0,53294.0,69042.0,0.7719069551866979,0,0,0.0267956112757076,Training,0.45,55880.83154525003,642.6203882974023
2138,0,88810.0,102409.0,0.8672089367145466,0,0,0.130211724916821,Training,0.45,200159.7851952724,5203.846480438294
2139,0,102700.0,121216.0,0.8472478880675819,0,0,0.0467042987718078,Training,0.45,146899.19484715932,2158.4391677390977
2141,0,9698.0,65524.0,0.14800683718942678,0,0,0.0190259173774813,Test,0.45,8269.445009328041,83.03100602706614
2142,0,98701.0,129679.0,0.7611178371208908,0,0,0.0208904915234831,Test,0.45,89139.91994039247,927.8605817366874
2144,0,67941.0,84973.0,0.7995598601908842,0,0,0.5543417964874121,Test,0.45,142021.49095486273,16948.14119781807
2145,0,51225.0,69361.0,0.7385274145413129,0,0,0.008375743780809,Training,0.45,25654.046763125214,193.0713638273735
2146,0,94102.0,114147.0,0.8243931071337837,0,0,0.0467042987718078,Training,0.45,134600.85719091905,1977.735565361096
2147,0,30507.0,47990.0,0.6356949364450927,0,0,0.0690088112130455,Training,0.45,53031.54036526187,947.3633116543706
