idx,DEFAULT,PROPERTY VALUE,YEARS AT JOB,DEROGATORY REPORTS,DELINQUENT CREDIT LINES,OLDEST CREDIT (MONTHS),RECENT CREDIT ENQUIRIES,DEBTINC
5279,0,211558.0,10.0,0.0,0.0,247.8444526,2.0,20.61070665
1903,0,90876.0,3.0,0.0,0.0,106.9373967,1.0,41.47300108
1073,0,54385.0,10.0,0.0,0.0,314.7328327,1.0,34.17040354
1154,0,42497.0,6.0,,,165.4333333,,
491,0,63000.0,5.0,0.0,0.0,84.73333333,3.0,
3868,0,97816.0,18.0,0.0,0.0,618.7358902,1.0,21.66864227
420,0,50486.0,10.0,,,179.8008681,,27.53237611
1285,0,80064.0,3.0,0.0,0.0,220.8259789,0.0,30.633131
1511,0,45550.0,8.0,0.0,0.0,109.2843458,0.0,36.15980592
968,0,70551.0,14.0,0.0,0.0,138.3373521,0.0,42.48370297
776,0,39326.0,11.0,0.0,0.0,183.0927495,0.0,23.09720188
4379,0,171758.0,25.0,,5.0,335.6156509,0.0,32.36504156
2264,1,116814.0,15.0,1.0,3.0,120.7813962,1.0,23.20471329
3111,0,96677.0,1.0,0.0,0.0,153.7916948,0.0,35.32783617
1803,0,81760.0,0.0,0.0,0.0,219.7852728,3.0,30.27700538
4357,0,101786.0,17.0,0.0,0.0,622.3557677,1.0,21.68666861
397,1,70434.0,1.0,0.0,0.0,127.0627016,2.0,37.80035293
3009,0,112677.0,2.0,,2.0,138.0960861,1.0,37.25333322
4914,1,,20.0,0.0,2.0,190.9965648,0.0,31.16238948
168,0,35000.0,12.0,0.0,0.0,182.6333333,0.0,
597,0,62357.0,3.0,0.0,1.0,92.94135782,2.0,35.67227361
2906,0,91519.0,,0.0,0.0,162.7712009,0.0,43.58388253
5351,0,66747.0,1.0,0.0,0.0,95.18143755,1.0,37.58289841
5083,0,159739.0,6.0,0.0,1.0,117.1521605,3.0,34.20600845
5394,0,64767.0,0.0,0.0,0.0,80.35557059,0.0,35.03907537
3660,0,60202.0,18.0,0.0,0.0,170.5812991,1.0,35.60054495
3027,0,110000.0,18.0,0.0,0.0,242.5,5.0,
2034,0,116994.0,13.0,0.0,2.0,188.8241991,0.0,32.61950164
617,0,65945.0,1.0,0.0,1.0,106.6313416,2.0,37.02476444
1020,0,57280.0,6.0,0.0,0.0,69.22936935,1.0,29.16012708
2544,1,60562.0,,0.0,1.0,186.8666667,7.0,
1862,0,65317.0,,0.0,0.0,349.2796108,0.0,35.71441843
3293,0,114031.0,15.0,0.0,0.0,147.0985835,2.0,34.46794
704,0,36527.0,12.0,0.0,0.0,188.4198264,0.0,24.86556719
4468,1,,19.0,4.0,0.0,113.5666667,2.0,
4835,0,62536.0,18.0,0.0,0.0,189.1366883,0.0,30.74672437
1822,0,77079.0,13.0,0.0,0.0,242.2441382,1.0,45.39416855
3306,0,66088.0,2.0,0.0,0.0,126.0903816,0.0,30.87190179
3010,0,59586.0,16.0,0.0,0.0,284.065542,0.0,29.96900633
721,0,66546.0,1.0,0.0,2.0,118.3973584,2.0,34.71164955
3086,1,65000.0,4.0,2.0,1.0,77.03333333,6.0,
1234,0,175684.0,4.0,0.0,0.0,189.3663073,0.0,33.97122188
3282,0,194027.0,7.0,0.0,0.0,,1.0,29.1136512
5516,0,169369.0,15.0,0.0,0.0,112.3149971,0.0,28.99431237
3178,0,94396.0,7.0,0.0,0.0,110.2940878,1.0,36.1073409
938,0,52946.0,20.0,1.0,1.0,228.3963399,1.0,35.18184074
38,0,121729.0,2.0,0.0,0.0,85.8843719,0.0,32.05978327
575,1,86125.0,5.0,0.0,0.0,136.1,0.0,
1200,1,78000.0,0.9,0.0,0.0,112.6,0.0,
3067,0,29387.0,13.0,,,80.82059146,2.0,33.36449134
3289,0,113564.0,19.0,0.0,0.0,265.1846253,1.0,27.02943897
3697,0,152627.0,3.0,0.0,0.0,106.7126279,0.0,35.3676568
4804,0,92544.0,8.0,1.0,1.0,135.6650702,4.0,34.56587631
695,0,91995.0,19.0,0.0,0.0,296.7470948,1.0,38.82094029
5276,0,285000.0,15.0,0.0,1.0,258.7333333,2.0,
5537,0,195663.0,22.0,0.0,0.0,182.6647722,0.0,36.95591736
3674,0,102792.0,6.0,0.0,0.0,145.0202453,0.0,31.87421747
2354,1,49060.0,,,,,,24.701642
5094,0,92484.0,22.0,1.0,2.0,170.0723235,1.0,23.80982026
4474,0,135827.0,,0.0,1.0,203.0716875,0.0,27.83335613
2520,0,108149.0,11.0,,1.0,152.7976908,1.0,34.25026619
368,1,98314.0,2.2,0.0,0.0,120.7333333,0.0,
2857,0,64679.0,4.0,0.0,0.0,156.1013809,2.0,27.80854709
1247,0,102732.0,6.0,0.0,0.0,100.6296635,0.0,37.36151357
3822,0,58313.0,16.0,0.0,0.0,185.1706372,1.0,38.68480699
2186,0,138746.0,14.0,,1.0,183.2620095,0.0,31.48679667
4998,0,267675.0,6.0,0.0,0.0,229.3070258,1.0,37.740919
3810,1,50000.0,,0.0,1.0,216.0666667,1.0,
4250,0,65192.0,9.0,0.0,0.0,128.1567931,1.0,18.8829556
3160,1,112375.0,41.0,0.0,0.0,95.2,3.0,
3156,0,119600.0,12.0,,,137.4666667,,
3801,1,204000.0,5.0,3.0,7.0,205.9333333,5.0,
5491,0,76717.0,9.0,,,131.044986,,32.02105145
685,0,89515.0,0.0,3.0,0.0,,0.0,29.63890142
3720,0,162994.0,2.0,,1.0,382.312217,,36.06796344
4397,0,59993.0,0.0,0.0,0.0,111.2375972,0.0,20.9297294
4194,0,74780.0,10.0,0.0,1.0,191.5519093,1.0,40.49010197
4625,0,175000.0,6.0,0.0,0.0,323.6666667,0.0,
5958,0,91861.0,14.0,0.0,0.0,213.892709,0.0,34.34088237
946,0,74450.0,,,,,,23.94251651
2309,1,42500.0,,,,,,
3152,1,54375.0,1.0,1.0,0.0,77.7,1.0,
4004,0,73849.0,7.0,0.0,0.0,124.9559978,1.0,18.48129353
1243,0,68673.0,6.0,,,116.6793672,,42.77564391
4449,0,185787.0,10.0,0.0,0.0,362.1817044,1.0,31.86715522
5366,0,124426.0,11.0,0.0,0.0,81.22339757,1.0,25.94257777
3415,0,62845.0,27.0,0.0,0.0,244.8818599,0.0,23.53704523
5501,0,284049.0,4.0,0.0,0.0,218.9936962,0.0,14.07235376
5247,0,41763.0,12.0,1.0,,92.8669886,,21.901856
3344,0,95639.0,,0.0,0.0,179.8493516,1.0,33.14225722
3144,0,64516.0,27.0,0.0,0.0,246.1797214,0.0,25.7012056
2100,0,80480.0,0.0,0.0,0.0,240.6435766,3.0,29.26799242
4796,0,59783.0,,0.0,0.0,307.7497359,0.0,39.27702198
2828,1,89721.0,16.0,0.0,0.0,,0.0,37.98450463
1175,1,53095.0,5.0,3.0,3.0,234.3333333,3.0,
4380,0,84407.0,11.0,0.0,0.0,276.121973,0.0,38.96836653
3061,0,43880.0,,,,351.725503,,31.53428892
1460,0,120000.0,3.0,0.0,0.0,125.8,1.0,
1535,0,79857.0,5.0,0.0,0.0,88.78915597,2.0,27.89926789
4672,0,122917.0,11.0,0.0,1.0,108.6501412,0.0,26.12743668
2944,0,109050.0,2.0,,2.0,128.2885293,0.0,39.57681143
3769,1,194000.0,4.5,0.0,0.0,67.9,5.0,
3090,0,140222.0,4.0,0.0,0.0,272.4998353,5.0,40.03337824
467,0,84689.0,4.0,0.0,0.0,224.2470369,3.0,30.52615072
1468,1,140000.0,5.0,0.0,0.0,116.7,2.0,
5662,1,,5.0,7.0,1.0,304.3666667,6.0,
652,0,251771.0,,0.0,0.0,138.5116009,0.0,39.73544882
4720,1,75957.0,9.0,0.0,7.0,259.4665279,3.0,40.78797575
4028,0,173778.0,7.0,0.0,0.0,223.7696106,3.0,40.56475036
5388,0,58827.0,0.0,0.0,0.0,92.1329084,0.0,36.25696875
2765,0,106992.0,3.0,0.0,0.0,127.6658177,1.0,39.01451939
5440,0,171024.0,16.0,0.0,0.0,119.6034777,1.0,29.01132772
5344,0,39333.0,0.0,1.0,0.0,73.39179752,0.0,13.49536737
5500,0,118554.0,9.0,0.0,0.0,78.32776771,1.0,25.01202037
3422,1,215548.0,10.0,7.0,2.0,136.5300202,10.0,33.27229752
4582,0,68308.0,25.0,0.0,0.0,302.772262,2.0,34.87185516
3819,1,146400.0,0.1,0.0,2.0,234.3333333,2.0,
1618,1,67940.0,3.0,3.0,4.0,204.0255932,1.0,
4234,0,95042.0,2.0,0.0,0.0,97.90858291,2.0,32.52452824
2977,0,78914.0,,0.0,0.0,250.7255462,0.0,40.72219635
1223,0,78830.0,2.0,,,170.7224523,,29.20675283
2865,0,92271.0,1.0,1.0,2.0,113.2284034,2.0,32.88184693
1668,0,86913.0,12.0,0.0,0.0,119.8594097,0.0,38.86165697
2831,0,138171.0,13.0,0.0,0.0,116.7631844,4.0,35.11315049
3929,0,108006.0,6.0,,1.0,116.3286575,2.0,36.96632523
4573,0,108122.0,17.0,0.0,0.0,211.9232754,0.0,41.4948398
732,0,105080.0,1.0,0.0,0.0,81.3547953,1.0,38.4757705
3706,0,89913.0,12.0,0.0,0.0,110.7603066,0.0,4.337283357
2621,0,72225.0,1.0,0.0,0.0,268.4203579,0.0,28.13158042
1711,1,60000.0,4.0,1.0,2.0,145.5333333,0.0,
5779,0,81114.0,10.0,0.0,0.0,295.7343915,0.0,33.415153
4978,0,249773.0,7.0,0.0,0.0,106.6093074,1.0,42.76938671
987,0,39880.0,3.0,,,,,38.84408934
293,0,73804.0,1.0,0.0,0.0,71.76655716,0.0,41.28742339
4018,0,85100.0,3.5,0.0,0.0,97.63333333,2.0,
5577,0,164592.0,,0.0,0.0,250.0032832,2.0,34.32228507
4161,1,168708.0,13.0,2.0,5.0,249.2427629,,29.3690264
5092,1,-1.0,10.0,4.0,2.0,134.6489043,7.0,45.25528966
3069,0,130341.0,12.0,0.0,0.0,295.9543396,0.0,28.44799241
2151,0,81944.0,1.0,0.0,0.0,125.3854461,3.0,36.22986386
5180,0,115061.0,5.0,0.0,0.0,97.8638453,1.0,41.47397173
3808,1,166100.0,2.6,0.0,2.0,206.9666667,1.0,
2710,1,67343.0,4.0,0.0,0.0,57.92941509,6.0,42.92961419
3433,0,55734.0,17.0,0.0,0.0,175.8953545,0.0,37.94552227
1487,0,71157.0,5.0,,,108.2171605,,40.09183182
3507,0,90805.0,2.0,0.0,0.0,160.7322651,0.0,25.37204765
119,1,,5.0,,,222.6,1.0,
2048,1,60000.0,22.0,0.0,1.0,21.26666667,1.0,
811,0,32365.0,,,,,,33.9044645
1547,1,71500.0,11.0,2.0,1.0,52.8,12.0,
1687,1,,3.0,,,,,40.93276678
3907,1,95541.0,28.0,1.0,5.0,248.4048782,0.0,17.80584889
1184,1,70000.0,,0.0,3.0,190.7333333,1.0,
512,0,33580.0,1.0,0.0,0.0,29.85636517,9.0,28.27147416
3412,1,147140.0,5.0,0.0,0.0,122.7333333,2.0,
4917,0,211151.0,6.0,0.0,0.0,182.1713721,1.0,38.48048457
5198,0,207737.0,22.0,0.0,0.0,197.1981219,0.0,26.37254872
4097,0,69461.0,25.0,0.0,0.0,314.6389579,2.0,35.98208365
2537,1,105000.0,7.0,0.0,4.0,97.66666667,1.0,
4066,0,176968.0,25.0,,5.0,334.0659169,0.0,31.87577109
1058,0,64644.0,,0.0,0.0,368.0709241,0.0,36.5731696
1059,0,67432.0,24.0,0.0,0.0,308.9955757,1.0,41.41428065
549,0,93839.0,0.0,,,,,28.16183185
1736,0,111100.0,0.2,1.0,2.0,144.0666667,1.0,
2207,0,59173.0,7.0,2.0,0.0,362.5122503,1.0,14.26712754
5416,1,97875.0,6.0,0.0,11.0,312.4333333,0.0,
2342,1,84979.0,1.0,0.0,0.0,174.5911708,2.0,50.27621494
3719,0,112721.0,18.0,0.0,0.0,239.1377941,4.0,36.03118029
208,0,79784.0,2.0,0.0,0.0,108.0725908,0.0,43.29013982
999,0,40150.0,9.0,0.0,0.0,80.16666667,0.0,
1600,1,,13.0,6.0,2.0,178.0932217,0.0,21.33465191
2599,1,205950.0,10.0,8.0,3.0,135.9333333,11.0,
2546,1,19000.0,2.0,0.0,1.0,20.16666667,0.0,
3615,0,168187.0,3.0,0.0,0.0,140.6893429,0.0,24.78815021
791,0,87931.0,21.0,1.0,1.0,291.6203784,0.0,39.00314063
2116,0,69907.0,1.0,0.0,0.0,154.4848138,2.0,41.11915349
934,0,50391.0,,,,,,15.02470583
5460,0,125000.0,30.0,0.0,0.0,340.9,0.0,
3395,0,119000.0,1.0,0.0,1.0,308.4666667,1.0,
130,1,45000.0,9.0,1.0,2.0,90.46666667,1.0,
792,0,45175.0,9.0,0.0,0.0,209.4940947,1.0,29.96408198
967,0,57650.0,11.0,1.0,0.0,308.3394397,2.0,31.55383541
3269,0,78661.0,17.0,1.0,0.0,198.9896005,1.0,38.99143137
3585,0,203737.0,14.0,0.0,0.0,206.2000368,0.0,36.27285836
4227,1,122000.0,24.0,0.0,2.0,301.3,3.0,
4808,0,75412.0,22.0,,1.0,284.9136704,0.0,39.51801709
3094,1,146222.0,5.0,3.0,2.0,123.8934197,2.0,62.55930782
125,0,97205.0,2.0,0.0,0.0,142.8243915,0.0,35.22699719
2517,1,54869.0,8.0,,,,,
1557,0,29374.0,20.0,0.0,0.0,207.9302558,1.0,38.95512474
1053,0,92066.0,14.0,0.0,0.0,94.98792219,0.0,25.16118348
2324,0,105702.0,8.0,0.0,0.0,257.2263251,1.0,33.90306382
2745,0,115249.0,0.0,0.0,2.0,156.130914,0.0,32.0338704
5102,1,137727.0,3.0,0.0,0.0,300.5745109,3.0,32.5603594
4523,0,189234.0,11.0,0.0,0.0,357.8050619,0.0,30.56428034
3997,0,105434.0,,2.0,0.0,242.1642572,1.0,40.16365053
813,0,87893.0,1.0,0.0,0.0,123.6188031,1.0,35.75908385
58,1,134527.0,9.0,1.0,0.0,139.0,0.0,
840,0,58563.0,3.0,0.0,1.0,91.44646517,3.0,38.59036694
2542,1,88200.0,10.0,,,,,
3292,1,116000.0,0.5,0.0,0.0,188.7333333,3.0,
4825,0,88898.0,7.0,0.0,0.0,227.0869244,0.0,36.44443099
1286,0,74355.0,4.0,0.0,0.0,243.6309162,1.0,36.57444189
1788,0,113744.0,0.0,0.0,2.0,139.4853397,0.0,33.94343772
729,0,49331.0,9.0,0.0,0.0,305.8880822,2.0,33.71861386
508,0,74753.0,2.0,0.0,0.0,48.85464465,0.0,41.3025469
4343,0,144841.0,,,,,,16.38239069
4466,0,89959.0,2.0,0.0,0.0,89.7941492,1.0,33.98609881
73,0,73189.0,,,,,,22.25394916
4918,0,122372.0,10.0,0.0,1.0,133.669494,0.0,26.57393079
340,0,87276.0,20.0,0.0,0.0,350.4361376,0.0,28.84827658
816,0,54905.0,8.0,0.0,0.0,308.6501174,2.0,32.5539761
4143,0,98111.0,18.0,0.0,0.0,626.7713928,1.0,21.24168423
41,1,33000.0,1.0,0.0,1.0,23.3,1.0,
522,0,113807.0,1.0,0.0,0.0,238.458825,0.0,18.61728869
4400,0,81255.0,3.0,0.0,0.0,405.8678483,0.0,23.54212992
3924,0,185666.0,8.0,0.0,0.0,360.6400541,1.0,33.75431861
687,0,123455.0,9.0,,,,,40.03264933
4465,0,106102.0,7.0,0.0,0.0,288.3727394,1.0,33.27141336
2603,1,73900.0,2.0,1.0,5.0,73.1,1.0,
4559,0,68142.0,8.0,0.0,0.0,59.40577506,1.0,35.69663623
4273,1,135000.0,9.0,,,,,
529,0,117325.0,0.0,0.0,1.0,241.0560781,1.0,18.51055133
3872,0,107994.0,15.0,0.0,3.0,263.9912932,0.0,26.50856379
542,0,205981.0,1.0,0.0,0.0,60.42476076,2.0,36.81229063
5914,0,142922.0,10.0,0.0,0.0,113.0698235,0.0,39.91878984
684,0,71167.0,2.0,0.0,1.0,130.767035,0.0,29.38198545
1576,0,82738.0,17.0,0.0,0.0,200.4169543,0.0,34.01983769
3737,0,121781.0,4.0,0.0,1.0,302.1278732,1.0,39.51062834
1534,0,196124.0,0.0,0.0,1.0,332.7233895,0.0,40.12016832
3865,0,69060.0,2.0,0.0,0.0,216.218081,0.0,33.33358202
2553,0,90000.0,5.5,0.0,0.0,130.8666667,2.0,
582,0,50900.0,10.0,1.0,0.0,115.6,1.0,
3620,0,86250.0,5.0,,,175.5,,
3409,0,196860.0,7.0,0.0,0.0,,2.0,30.77816684
142,0,68494.0,8.0,0.0,4.0,183.6356132,0.0,22.79542355
3187,0,91187.0,0.0,0.0,0.0,80.58265559,0.0,26.76776884
4867,0,43031.0,,,,89.16926731,,28.86528212
5874,1,305514.0,6.0,0.0,0.0,11.14806851,0.0,34.55841672
2963,0,165315.0,9.0,0.0,0.0,304.3346951,0.0,27.56242667
5715,1,165000.0,12.0,1.0,1.0,237.3666667,0.0,
3689,0,173474.0,6.0,0.0,0.0,217.4067053,4.0,42.22040715
3237,0,116052.0,13.0,0.0,0.0,120.2414262,2.0,35.81087795
3119,0,209364.0,4.0,0.0,0.0,221.1285548,0.0,27.9002639
221,0,50673.0,7.0,,,184.7427672,,27.90612273
1565,0,74016.0,7.0,0.0,0.0,127.6254746,0.0,33.02714356
2080,0,106557.0,9.0,0.0,0.0,149.4525291,1.0,37.00852693
3588,0,104133.0,4.0,0.0,0.0,109.9887849,1.0,38.86401954
5302,0,75553.0,13.0,1.0,0.0,77.34259704,6.0,35.11044889
2341,0,80037.0,8.0,,,,,27.73520406
1673,0,87000.0,20.0,0.0,0.0,238.4666667,11.0,
3572,0,99841.0,10.0,0.0,0.0,68.16857287,0.0,32.85379436
462,0,110046.0,24.0,0.0,0.0,111.1233973,0.0,37.25315085
5029,0,55483.0,36.0,0.0,0.0,280.8076057,1.0,39.89165429
3857,0,72469.0,8.0,0.0,0.0,120.303257,2.0,20.50577116
3629,1,118000.0,1.0,0.0,0.0,40.56666667,0.0,
2305,0,57125.0,,0.0,0.0,69.82355313,0.0,41.63705877
3423,0,164069.0,19.0,0.0,0.0,247.545271,0.0,21.46927181
1333,0,86978.0,22.0,0.0,0.0,230.7211544,0.0,25.75301023
1204,0,65328.0,4.0,0.0,1.0,104.6952407,3.0,39.04935922
2637,0,99812.0,4.0,0.0,0.0,127.1221472,2.0,37.95710368
5196,1,63500.0,14.0,2.0,4.0,121.7333333,4.0,
2154,0,71117.0,0.0,0.0,0.0,163.1318589,2.0,40.94386627
567,0,69408.0,4.0,1.0,0.0,155.3919622,1.0,41.60098336
1522,0,84059.0,12.0,0.0,0.0,254.0196894,3.0,41.4339438
4789,0,104607.0,6.0,,,,,27.95047513
4543,0,98099.0,8.0,,,,,30.02008799
1328,0,98132.0,8.0,0.0,0.0,164.3308981,0.0,32.3751491
4328,0,105545.0,,1.0,1.0,235.5417762,2.0,43.06166913
4046,0,56535.0,27.0,0.0,1.0,216.1560174,0.0,27.39523388
1566,0,60716.0,2.0,0.0,0.0,99.10408262,0.0,38.23531293
266,0,47954.0,,0.0,0.0,204.335245,0.0,42.39776964
3511,0,68000.0,3.0,0.0,0.0,229.3,0.0,
3498,0,95869.0,2.0,0.0,0.0,172.7591234,1.0,35.18944727
3784,0,171450.0,26.0,,5.0,329.5666667,1.0,
1365,0,75277.0,5.0,0.0,0.0,98.37727819,2.0,26.24239431
994,0,94101.0,2.0,0.0,0.0,104.1133632,2.0,39.54184797
886,1,75000.0,22.0,0.0,3.0,166.2,1.0,
4083,0,100519.0,7.0,,0.0,98.89218205,1.0,34.96414103
5043,0,211400.0,6.0,0.0,0.0,184.7116347,1.0,39.84839123
5085,0,93752.0,8.0,0.0,0.0,165.9193329,0.0,36.17090549
3952,0,142271.0,,,,,,39.98309593
3004,0,85424.0,10.0,0.0,1.0,173.5332104,0.0,26.93199486
689,0,68572.0,1.0,0.0,0.0,53.93513771,0.0,37.7039115
1080,0,78078.0,19.0,0.0,0.0,152.1401257,0.0,32.18876052
5203,1,99000.0,7.0,0.0,1.0,129.1666667,1.0,
4609,0,49433.0,,,,83.09972613,,26.14897018
2081,0,73480.0,13.0,0.0,0.0,258.9371542,0.0,28.73085117
3060,0,44165.0,20.0,0.0,1.0,206.7176512,2.0,30.63902291
5277,0,188368.0,0.0,1.0,0.0,229.7532224,2.0,40.63187139
5327,0,57000.0,0.0,0.0,0.0,100.4666667,1.0,
1147,1,101500.0,10.0,0.0,0.0,106.8333333,0.0,
2872,0,118359.0,13.0,0.0,0.0,125.5519994,1.0,37.78182264
108,0,78698.0,3.0,0.0,0.0,129.932869,0.0,34.18137652
4589,0,45000.0,25.0,0.0,0.0,118.6666667,1.0,
503,0,161301.0,11.0,0.0,0.0,209.9862995,0.0,21.91795226
5228,0,178918.0,2.0,,,113.9426389,,33.44016163
5538,0,174507.0,17.0,0.0,0.0,110.9431095,1.0,30.69930302
3001,0,86144.0,2.0,0.0,0.0,126.1701523,1.0,23.69800763
914,0,51841.0,10.0,0.0,0.0,210.2826895,0.0,32.42429306
1732,0,54000.0,,0.0,0.0,114.6666667,2.0,
3141,0,166437.0,7.0,0.0,0.0,306.6741711,0.0,26.15671788
2680,0,94301.0,1.0,0.0,0.0,150.4998679,4.0,31.35764214
701,1,39431.0,0.0,0.0,1.0,82.33528778,1.0,20.34246772
3581,0,165302.0,,0.0,,274.1129261,,40.10502984
37,1,70915.0,2.0,0.0,0.0,282.8016592,3.0,49.20639579
1098,0,93525.0,0.0,4.0,0.0,,0.0,31.29011899
215,0,45187.0,,0.0,0.0,221.1180817,0.0,42.71209384
2754,0,52822.0,9.0,0.0,0.0,120.6109212,1.0,18.18289192
4745,0,122500.0,0.0,0.0,0.0,303.4,1.0,
5575,0,195120.0,22.0,0.0,0.0,185.3593721,0.0,38.35509489
4386,0,81362.0,,,,,,38.02467732
5713,1,,25.0,2.0,1.0,311.4333333,1.0,
439,0,155034.0,13.0,1.0,0.0,215.4224064,0.0,19.49387198
4318,0,38311.0,1.0,0.0,0.0,37.23500048,2.0,29.4760034
1453,0,70014.0,3.0,0.0,1.0,319.7957713,0.0,33.59617086
3157,0,85000.0,21.0,0.0,0.0,226.3666667,3.0,
3785,0,64928.84,8.0,0.0,0.0,122.6666667,2.0,
5793,1,119244.0,,0.0,1.0,128.0510907,0.0,
834,0,66271.0,25.0,0.0,0.0,318.1492776,1.0,42.27663421
5947,0,110481.0,26.0,0.0,1.0,127.7675876,0.0,30.94269511
4137,0,65935.0,8.0,0.0,0.0,111.0680978,1.0,19.42908427
2112,0,88174.0,3.0,,,157.9169897,,29.79823118
5234,0,66942.0,18.0,0.0,0.0,180.6683082,2.0,33.76903515
3418,0,104048.0,0.0,0.0,0.0,154.4259959,0.0,33.67802577
3300,0,103992.0,1.0,0.0,2.0,46.87513575,1.0,39.08182644
3351,0,115660.0,16.0,0.0,0.0,270.044991,0.0,27.46700181
4849,0,105880.0,17.0,0.0,1.0,130.1504229,0.0,37.19524901
85,1,37200.0,6.0,0.0,0.0,92.13333333,1.0,
2838,0,43790.0,8.0,0.0,0.0,108.4139366,0.0,22.82689244
3389,0,61266.0,5.0,0.0,0.0,102.5946739,2.0,26.35375338
3082,0,93277.0,14.0,0.0,0.0,269.9626887,0.0,29.87592807
91,0,79050.0,1.8,2.0,0.0,279.0,1.0,
2589,1,146450.0,17.5,0.0,1.0,255.6666667,1.0,
3834,0,56295.0,3.0,1.0,,132.6165215,,25.7926535
59,1,164317.0,9.0,0.0,6.0,192.289149,0.0,35.73055919
5688,0,202877.0,4.0,0.0,0.0,156.783069,0.0,34.41651981
1989,0,112608.0,17.0,0.0,2.0,208.3068822,2.0,39.67790581
447,1,42000.0,3.5,1.0,0.0,106.2666667,2.0,
3956,0,86749.0,2.0,0.0,0.0,114.0118385,0.0,40.76214878
1457,0,29375.0,6.0,0.0,1.0,102.4333333,0.0,
353,1,57385.0,8.5,0.0,1.0,164.8,1.0,
5310,0,148653.0,14.0,0.0,0.0,221.9253115,0.0,42.30290733
3169,0,208429.0,3.0,0.0,0.0,206.7370713,0.0,25.87399085
932,0,36133.0,,,,,,31.70381472
3166,1,115000.0,20.0,,3.0,99.26666667,0.0,
5003,0,127773.0,2.0,0.0,0.0,190.8604772,2.0,42.03163913
5108,0,116708.0,11.0,0.0,0.0,175.2009602,0.0,33.7478263
2456,0,101320.0,6.0,0.0,0.0,120.8273719,0.0,25.27620451
4847,0,243327.0,27.0,0.0,0.0,349.9409295,0.0,37.82005452
5641,0,108723.0,15.0,0.0,1.0,193.6861891,0.0,38.57899271
4688,1,108238.0,0.0,1.0,0.0,45.62588779,6.0,46.99603429
2947,0,94394.0,1.0,0.0,0.0,167.429347,0.0,23.69115685
3641,0,64413.0,16.0,0.0,0.0,285.7252577,0.0,30.77453617
5442,0,151667.0,11.0,0.0,0.0,227.4154384,0.0,40.18309857
4832,0,157009.0,3.0,0.0,0.0,280.5738445,0.0,38.74080142
3445,0,21510.0,,0.0,0.0,67.0,2.0,
2087,0,183646.0,5.0,0.0,0.0,196.2413709,1.0,35.60287536
878,1,68000.0,19.0,0.0,0.0,108.9,0.0,
650,0,105361.0,24.0,0.0,0.0,52.59326412,2.0,32.16092259
4443,0,179756.0,6.0,0.0,0.0,328.3984932,0.0,43.91004585
148,0,113714.0,7.0,0.0,0.0,193.6364469,0.0,25.89731648
393,0,33438.0,1.0,1.0,0.0,10.42564285,10.0,29.75370028
550,0,86612.0,4.0,0.0,0.0,207.7684144,4.0,29.93791783
2956,0,113030.0,20.0,0.0,0.0,284.1597667,0.0,26.65016531
5515,0,290039.0,4.0,0.0,0.0,222.8746479,0.0,16.6894908
5799,0,68995.0,6.0,0.0,,204.4521171,1.0,30.99923613
5053,0,92923.0,16.0,0.0,0.0,89.11217349,1.0,32.79147803
4303,0,107601.0,2.0,,,248.3932369,5.0,40.96299512
696,0,97823.0,3.0,0.0,0.0,118.468506,0.0,32.71677759
951,0,95525.0,16.0,,,126.8164392,3.0,25.62193049
2934,0,99544.0,5.0,2.0,0.0,54.94567887,1.0,23.28293339
639,0,35422.0,19.0,0.0,0.0,184.3900292,0.0,37.83671487
4686,0,54024.0,24.0,0.0,0.0,118.1540915,0.0,23.26522492
173,0,89640.0,0.3,,,,,
401,0,90599.0,0.0,,,,,29.19886067
1712,1,92900.0,2.0,0.0,0.0,115.9,0.0,
3012,0,65748.0,7.0,0.0,0.0,99.19355258,3.0,41.41563125
1052,0,48626.0,20.0,0.0,1.0,226.4521595,0.0,35.55592289
2284,0,117381.0,12.0,0.0,0.0,210.2021295,0.0,41.01100137
2756,0,70082.0,7.0,0.0,0.0,152.1680601,2.0,30.13149723
4775,1,151200.0,1.0,1.0,6.0,262.3333333,3.0,
342,0,95433.0,0.0,,,,,28.92511742
790,0,42980.0,,,1.0,76.01075257,0.0,37.6596682
964,0,100537.0,2.0,0.0,0.0,99.77452712,0.0,34.51463507
5755,0,64890.0,,0.0,0.0,309.8275477,0.0,16.16045086
4569,0,31196.0,17.0,2.0,0.0,123.3686461,1.0,26.71625685
3411,0,89823.0,0.0,2.0,1.0,121.7614658,1.0,34.02520751
2107,0,121790.0,,,,,,34.5618314
1917,0,138649.0,14.0,0.0,0.0,138.1647046,4.0,34.5987274
2061,0,114400.0,,,,,,
2913,1,77400.0,3.0,2.0,2.0,214.0603762,1.0,44.21676389
3342,0,67246.0,5.0,0.0,0.0,114.183555,1.0,27.5758097
1533,0,75038.0,4.0,0.0,0.0,91.21996117,1.0,25.14027972
2830,0,111139.0,3.0,0.0,1.0,252.2677576,1.0,27.67406397
570,0,36892.0,5.0,0.0,0.0,286.9228238,0.0,23.06292573
478,0,66842.0,4.0,0.0,0.0,90.38040908,3.0,36.30952679
1102,1,120186.0,,0.0,0.0,176.367839,3.0,53.17891111
3099,0,103067.0,1.0,0.0,0.0,140.362134,0.0,34.00229537
1515,0,58837.0,6.0,0.0,0.0,80.84321682,0.0,28.79316627
